dx,dt,time,xi,Eval,height(m),G,u(m/s),true height,true velocity
1.5625,0.191307090146,0.191307090146,-50.0,534.845250247,1.0,3.26236471687e-16,2.3336226096e-16,1.0,0.0
1.5625,0.191307090146,0.191307090146,-48.4375,534.845250247,1.0,-1.230938539e-16,-8.35368805965e-17,1.0,0.0
1.5625,0.191307090146,0.191307090146,-46.875,534.845250247,1.0,-2.10694387965e-16,-1.74685491155e-16,1.0,0.0
1.5625,0.191307090146,0.191307090146,-45.3125,534.845250247,1.0,-1.13276552669e-17,-3.17523720214e-17,1.0,0.0
1.5625,0.191307090146,0.191307090146,-43.75,534.845250247,1.0,7.55177017794e-19,-2.2700143694e-18,1.0,0.0
1.5625,0.191307090146,0.191307090146,-42.1875,534.845250247,1.0,9.79578625685e-40,-3.89261454075e-20,1.0,0.0
1.5625,0.191307090146,0.191307090146,-40.625,534.845250247,1.0,-1.58201948048e-37,1.11133320764e-20,1.0,0.0
1.5625,0.191307090146,0.191307090146,-39.0625,534.845250247,1.0,-2.46070150772e-36,1.98983035247e-19,1.0,0.0
1.5625,0.191307090146,0.191307090146,-37.5,534.845250247,1.0,-1.51035403559e-18,3.52076694251e-18,1.0,0.0
1.5625,0.191307090146,0.191307090146,-35.9375,534.845250247,1.0,5.83930032365e-17,3.3090776149e-17,1.0,0.0
1.5625,0.191307090146,0.191307090146,-34.375,534.845250247,1.0,-1.64295983338e-16,-1.5186341874e-17,1.0,0.0
1.5625,0.191307090146,0.191307090146,-32.8125,534.845250247,1.0,8.81559113005e-16,1.0442570862e-15,1.0,9.06774273054e-16
1.5625,0.191307090146,0.191307090146,-31.25,534.845250247,1.0,2.76150620571e-15,4.58429570508e-15,1.0,3.62709709222e-15
1.5625,0.191307090146,0.191307090146,-29.6875,534.845250247,1.0,1.74296488049e-14,2.74453198985e-14,1.0,2.26693568264e-14
1.5625,0.191307090146,0.191307090146,-28.125,534.845250247,1.0,1.01599075261e-13,1.58113438602e-13,1.0,1.27855172501e-13
1.5625,0.191307090146,0.191307090146,-26.5625,534.845250247,1.0,5.77749789569e-13,8.98476302657e-13,1.0,7.23605869897e-13
1.5625,0.191307090146,0.191307090146,-25.0,534.845250247,1.0,3.27784505363e-12,5.09967579163e-12,1.0,4.10950100548e-12
1.5625,0.191307090146,0.191307090146,-23.4375,534.845250247,1.00000000001,1.8611987772e-11,2.89540395947e-11,1.00000000001,2.33367426912e-11
1.5625,0.191307090146,0.191307090146,-21.875,534.845250247,1.00000000004,1.05682489077e-10,1.64370024963e-10,1.00000000003,1.32507831291e-10
1.5625,0.191307090146,0.191307090146,-20.3125,534.845250247,1.0000000002,6.00046398997e-10,9.33026149453e-10,1.00000000018,7.52396859702e-10
1.5625,0.191307090146,0.191307090146,-18.75,534.845250247,1.00000000115,3.40673515958e-09,5.29739839161e-09,1.00000000105,4.27220350883e-09
1.5625,0.191307090146,0.191307090146,-17.1875,534.845250247,1.0000000065,1.93415181948e-08,3.01027577697e-08,1.00000000594,2.42581213267e-08
1.5625,0.191307090146,0.191307090146,-15.625,534.845250247,1.00000003689,1.09832806179e-07,1.71314648055e-07,1.00000003373,1.37740717607e-07
1.5625,0.191307090146,0.191307090146,-14.0625,534.845250247,1.00000020889,6.2405818726e-07,9.75964919955e-07,1.00000019152,7.82109258318e-07
1.5625,0.191307090146,0.191307090146,-12.5,534.845250247,1.00000118042,3.5488045905e-06,5.54866875999e-06,1.00000108746,4.44090990522e-06
1.5625,0.191307090146,0.191307090146,-10.9375,534.845250247,1.00000666914,2.0190816966e-05,3.12813902704e-05,1.00000617472,2.52158363836e-05
1.5625,0.191307090146,0.191307090146,-9.375,534.845250247,1.00003922752,0.000115358441255,0.000173717255766,1.00003506012,0.000143171664928
1.5625,0.191307090146,0.191307090146,-7.8125,534.845250247,1.00021905745,0.000601082798245,0.000954089253536,1.00019905251,0.000812718577081
1.5625,0.191307090146,0.191307090146,-6.25,534.845250247,1.00120744844,0.00344699439372,0.00541991846533,1.00112949425,0.00460736622106
1.5625,0.191307090146,0.191307090146,-4.6875,534.845250247,1.00499702323,0.0186664973645,0.0298335234999,1.00638926625,0.0259265037288
1.5625,0.191307090146,0.191307090146,-3.125,534.845250247,1.03231125727,0.0757374692028,0.156593396592,1.03551502885,0.140060196017
1.5625,0.191307090146,0.191307090146,-1.5625,534.845250247,1.21613111446,0.645653996302,0.720447336086,1.17943864012,0.621297465345
1.5625,0.191307090146,0.191307090146,0.0,534.845250247,1.57900435939,2.86495864863,1.51720792548,1.58302455098,1.50403574269
1.5625,0.191307090146,0.191307090146,1.5625,534.845250247,1.51813403484,2.33805267715,1.41373261323,1.58302455098,1.50403574269
1.5625,0.191307090146,0.191307090146,3.125,534.845250247,1.20677224455,0.712022241606,0.719406079308,1.17943864012,0.621297465345
1.5625,0.191307090146,0.191307090146,4.6875,534.845250247,1.04930254211,0.0971110875954,0.172658782115,1.03551502885,0.140060196017
1.5625,0.191307090146,0.191307090146,6.25,534.845250247,1.0042222574,0.00849074623921,0.0244232509531,1.00638926625,0.0259265037288
1.5625,0.191307090146,0.191307090146,7.8125,534.845250247,1.00067712494,0.00186120852981,0.0033044164038,1.00112949425,0.00460736622106
1.5625,0.191307090146,0.191307090146,9.375,534.845250247,1.00012150156,0.000328775627821,0.000497818202573,1.00019905251,0.000812718577081
1.5625,0.191307090146,0.191307090146,10.9375,534.845250247,1.00002235013,5.81641478239e-05,8.49556261536e-05,1.00003506012,0.000143171664928
1.5625,0.191307090146,0.191307090146,12.5,534.845250247,1.00000405368,1.02762163776e-05,1.53415784889e-05,1.00000617472,2.52158363836e-05
1.5625,0.191307090146,0.191307090146,14.0625,534.845250247,1.00000072182,1.81222632559e-06,2.77926286222e-06,1.00000108746,4.44090990522e-06
1.5625,0.191307090146,0.191307090146,15.625,534.845250247,1.00000012719,3.19218852998e-07,4.96840621978e-07,1.00000019152,7.82109258318e-07
1.5625,0.191307090146,0.191307090146,17.1875,534.845250247,1.00000002234,5.62064227633e-08,8.78328472959e-08,1.00000003373,1.37740717607e-07
1.5625,0.191307090146,0.191307090146,18.75,534.845250247,1.00000000393,9.89652201654e-09,1.54487158735e-08,1.00000000594,2.42581213267e-08
1.5625,0.191307090146,0.191307090146,20.3125,534.845250247,1.00000000069,1.74272284244e-09,2.71499086185e-09,1.00000000105,4.27220350883e-09
1.5625,0.191307090146,0.191307090146,21.875,534.845250247,1.00000000012,3.06910590395e-10,4.7752668373e-10,1.00000000018,7.52396859702e-10
1.5625,0.191307090146,0.191307090146,23.4375,534.845250247,1.00000000002,5.40516734261e-11,8.40639475997e-11,1.00000000003,1.32507831291e-10
1.5625,0.191307090146,0.191307090146,25.0,534.845250247,1.0,9.51937706428e-12,1.48054898354e-11,1.00000000001,2.33367426912e-11
1.5625,0.191307090146,0.191307090146,26.5625,534.845250247,1.0,1.67664789254e-12,2.60795251106e-12,1.0,4.10950100548e-12
1.5625,0.191307090146,0.191307090146,28.125,534.845250247,1.0,2.95197765897e-13,4.59267701649e-13,1.0,7.23605869897e-13
1.5625,0.191307090146,0.191307090146,29.6875,534.845250247,1.0,5.17388510773e-14,8.06526758595e-14,1.0,1.27855172501e-13
1.5625,0.191307090146,0.191307090146,31.25,534.845250247,1.0,8.76063243507e-15,1.39529087093e-14,1.0,2.26693568264e-14
1.5625,0.191307090146,0.191307090146,32.8125,534.845250247,1.0,2.03471441918e-15,2.74284765518e-15,1.0,3.62709709222e-15
1.5625,0.191307090146,0.191307090146,34.375,534.845250247,1.0,-1.79399523694e-16,1.21006391885e-16,1.0,9.06774273054e-16
1.5625,0.191307090146,0.191307090146,35.9375,534.845250247,1.0,1.76134442757e-17,6.26340889293e-18,1.0,0.0
1.5625,0.191307090146,0.191307090146,37.5,534.845250247,1.0,0.0,-1.87114737573e-19,1.0,0.0
1.5625,0.191307090146,0.191307090146,39.0625,534.845250247,1.0,-4.01235405081e-36,-7.97840392055e-20,1.0,0.0
1.5625,0.191307090146,0.191307090146,40.625,534.845250247,1.0,0.0,-9.32086656106e-21,1.0,0.0
1.5625,0.191307090146,0.191307090146,42.1875,534.845250247,1.0,-3.91831450274e-39,-5.88312116346e-22,1.0,0.0
1.5625,0.191307090146,0.191307090146,43.75,534.845250247,1.0,-4.89789312843e-40,-9.91515707636e-26,1.0,0.0
1.5625,0.191307090146,0.191307090146,45.3125,534.845250247,1.0,0.0,5.07089449539e-24,1.0,0.0
1.5625,0.191307090146,0.191307090146,46.875,534.845250247,1.0,-2.39154937911e-43,6.96052097902e-25,1.0,0.0
1.5625,0.191307090146,0.191307090146,48.4375,534.845250247,1.0,0.0,5.16034095807e-26,1.0,0.0
1.5625,0.191307090146,0.191307090146,50.0,534.845250247,1.0,2.48301103741e-30,1.10119603472e-27,1.0,0.0
