100.00000000     0.004977334629640
50.00000000     0.005276316193850
25.00000000     0.004742301958500
12.50000000     0.004048964234490
6.25000000     0.003252005088860
3.12500000     0.002429187472030
1.56250000     0.001671351476710
0.78125000     0.001061742111760
0.39062500     0.000623714169259
0.19531250     0.000343583725894
0.09765625     0.000181294653792
0.04882812     0.000093271537827
0.02441406     0.000047329075452
0.01220703     0.000023843238510
0.00610352     0.000011967154020
0.00305176     0.000005995128001
