betas,dx,H inital,H num inital,H num end,Relative Error,Rel Err Nums
2.5,0.0048828125,10398.0229344,10398.0229345,10398.022934,3.98212253915e-11,4.17498085881e-07
2.5,0.009765625,10398.0737088,10398.0737089,10398.0734999,2.00929645178e-08,0.000209014175198
2.5,0.0244140625,10398.2260321,10398.2260321,10398.2206417,5.18393262191e-07,0.00539033975292
2.5,0.029296875,10398.2768065,10398.3726073,10398.3629654,8.28588401967e-06,0.00964185247904
2.5,0.0341796875,10398.3275809,10398.4712821,10398.4557058,1.23216835173e-05,0.0155763129314
2.5,0.01953125,10398.1752577,10398.1752576,10398.1726724,2.48625954675e-07,0.00258521035357
2.5,0.0439453125,10398.4291297,10398.5249305,10398.4917713,6.02413813234e-06,0.0331591941795
2.5,0.048828125,10398.4799041,10398.4799041,10398.434842,4.33353153929e-06,0.0450621468171
2.5,0.0537109375,10398.5306786,10398.7462303,10398.6869151,1.50248674683e-05,0.0593152371021
2.5,0.05859375,10398.581453,10398.6772537,10398.6015209,1.9298720061e-06,0.075732799909
2.5,0.0634765625,10398.6322274,10398.6801277,10398.5854115,4.50211929701e-06,0.0947161687836
2.5,0.068359375,10398.6830018,10398.8267029,10398.7100555,2.60164706627e-06,0.116647355122
2.5,0.0732421875,10398.7337762,10398.973278,10398.8320002,9.44576437629e-06,0.141277819217
2.5,0.0390625,10398.3783553,10398.3783553,10398.3549991,2.24613989828e-06,0.0233562430803
2.5,0.078125,10398.7845506,10398.7845504,10398.6159693,1.62116374447e-05,0.168581131045
2.5,0.15625,10399.5969413,10399.59693,10398.4454793,0.000110721786287,1.15145068235
2.5,0.3125,10401.2217225,10401.2211519,10395.2095094,0.000578029510418,6.01164254512
2.5,0.625,10404.471285,10404.4365851,10393.8549486,0.00102036289103,10.5816364673
2.5,1.25,10410.97041,10410.5836873,10399.0767598,0.00114241513823,11.5069274054
