0.000,2.4603 
0.020,2.4601 
0.040,2.4601 
0.060,2.4602 
0.080,2.4602 
0.100,2.4601 
0.120,2.4600 
0.140,2.4602 
0.160,2.4603 
0.180,2.4603 
0.200,2.4601 
0.220,2.4603 
0.240,2.4605 
0.260,2.4603 
0.280,2.4606 
0.300,2.4605 
0.320,2.4605 
0.340,2.4606 
0.360,2.4605 
0.380,2.4607 
0.400,2.4607 
0.420,2.4605 
0.440,2.4604 
0.460,2.4606 
0.480,2.4606 
0.500,2.4606 
0.520,2.4602 
0.540,2.4602 
0.560,2.4601 
0.580,2.4601 
0.600,2.4599 
0.620,2.4598 
0.640,2.4597 
0.660,2.4594 
0.680,2.4594 
0.700,2.4593 
0.720,2.4594 
0.740,2.4594 
0.760,2.4593 
0.780,2.4593 
0.800,2.4594 
0.820,2.4592 
0.840,2.4593 
0.860,2.4593 
0.880,2.4593 
0.900,2.4595 
0.920,2.4597 
0.940,2.4597 
0.960,2.4597 
0.980,2.4597 
1.000,2.4595 
1.020,2.4597 
1.040,2.4598 
1.060,2.4597 
1.080,2.4597 
1.100,2.4599 
1.120,2.4599 
1.140,2.4598 
1.160,2.4598 
1.180,2.4599 
1.200,2.4598 
1.220,2.4600 
1.240,2.4599 
1.260,2.4599 
1.280,2.4598 
1.300,2.4600 
1.320,2.4602 
1.340,2.4601 
1.360,2.4601 
1.380,2.4601 
1.400,2.4600 
1.420,2.4601 
1.440,2.4601 
1.460,2.4602 
1.480,2.4599 
1.500,2.4602 
1.520,2.4600 
1.540,2.4603 
1.560,2.4603 
1.580,2.4602 
1.600,2.4604 
1.620,2.4605 
1.640,2.4605 
1.660,2.4606 
1.680,2.4603 
1.700,2.4606 
1.720,2.4605 
1.740,2.4604 
1.760,2.4605 
1.780,2.4606 
1.800,2.4605 
1.820,2.4603 
1.840,2.4602 
1.860,2.4603 
1.880,2.4602 
1.900,2.4602 
1.920,2.4602 
1.940,2.4598 
1.960,2.4598 
1.980,2.4595 
2.000,2.4597 
2.020,2.4598 
2.040,2.4595 
2.060,2.4595 
2.080,2.4597 
2.100,2.4597 
2.120,2.4599 
2.140,2.4598 
2.160,2.4600 
2.180,2.4595 
2.200,2.4597 
2.220,2.4597 
2.240,2.4601 
2.260,2.4601 
2.280,2.4599 
2.300,2.4598 
2.320,2.4600 
2.340,2.4602 
2.360,2.4600 
2.380,2.4595 
2.400,2.4595 
2.420,2.4595 
2.440,2.4597 
2.460,2.4597 
2.480,2.4595 
2.500,2.4592 
2.520,2.4593 
2.540,2.4592 
2.560,2.4594 
2.580,2.4594 
2.600,2.4595 
2.620,2.4595 
2.640,2.4597 
2.660,2.4597 
2.680,2.4598 
2.700,2.4599 
2.720,2.4599 
2.740,2.4599 
2.760,2.4599 
2.780,2.4600 
2.800,2.4599 
2.820,2.4599 
2.840,2.4602 
2.860,2.4602 
2.880,2.4601 
2.900,2.4600 
2.920,2.4601 
2.940,2.4600 
2.960,2.4601 
2.980,2.4602 
3.000,2.4602 
3.020,2.4602 
3.040,2.4602 
3.060,2.4602 
3.080,2.4604 
3.100,2.4603 
3.120,2.4606 
3.140,2.4604 
3.160,2.4606 
3.180,2.4605 
3.200,2.4605 
3.220,2.4606 
3.240,2.4604 
3.260,2.4607 
3.280,2.4605 
3.300,2.4607 
3.320,2.4605 
3.340,2.4606 
3.360,2.4604 
3.380,2.4602 
3.400,2.4603 
3.420,2.4602 
3.440,2.4597 
3.460,2.4599 
3.480,2.4598 
3.500,2.4595 
3.520,2.4594 
3.540,2.4595 
3.560,2.4593 
3.580,2.4591 
3.600,2.4590 
3.620,2.4589 
3.640,2.4591 
3.660,2.4591 
3.680,2.4590 
3.700,2.4592 
3.720,2.4591 
3.740,2.4593 
3.760,2.4593 
3.780,2.4593 
3.800,2.4594 
3.820,2.4596 
3.840,2.4597 
3.860,2.4597 
3.880,2.4597 
3.900,2.4597 
3.920,2.4598 
3.940,2.4598 
3.960,2.4598 
3.980,2.4597 
4.000,2.4597 
4.020,2.4599 
4.040,2.4599 
4.060,2.4598 
4.080,2.4597 
4.100,2.4597 
4.120,2.4597 
4.140,2.4597 
4.160,2.4597 
4.180,2.4595 
4.200,2.4596 
4.220,2.4595 
4.240,2.4598 
4.260,2.4595 
4.280,2.4597 
4.300,2.4597 
4.320,2.4597 
4.340,2.4597 
4.360,2.4597 
4.380,2.4599 
4.400,2.4597 
4.420,2.4597 
4.440,2.4598 
4.460,2.4601 
4.480,2.4599 
4.500,2.4599 
4.520,2.4599 
4.540,2.4601 
4.560,2.4602 
4.580,2.4602 
4.600,2.4601 
4.620,2.4601 
4.640,2.4603 
4.660,2.4603 
4.680,2.4604 
4.700,2.4604 
4.720,2.4604 
4.740,2.4604 
4.760,2.4604 
4.780,2.4604 
4.800,2.4603 
4.820,2.4603 
4.840,2.4603 
4.860,2.4603 
4.880,2.4603 
4.900,2.4601 
4.920,2.4600 
4.940,2.4602 
4.960,2.4602 
4.980,2.4601 
5.000,2.4599 
5.020,2.4597 
5.040,2.4599 
5.060,2.4597 
5.080,2.4594 
5.100,2.4597 
5.120,2.4593 
5.140,2.4594 
5.160,2.4593 
5.180,2.4593 
5.200,2.4593 
5.220,2.4593 
5.240,2.4593 
5.260,2.4592 
5.280,2.4593 
5.300,2.4590 
5.320,2.4593 
5.340,2.4594 
5.360,2.4595 
5.380,2.4592 
5.400,2.4594 
5.420,2.4593 
5.440,2.4597 
5.460,2.4598 
5.480,2.4599 
5.500,2.4596 
5.520,2.4600 
5.540,2.4601 
5.560,2.4599 
5.580,2.4599 
5.600,2.4599 
5.620,2.4600 
5.640,2.4599 
5.660,2.4599 
5.680,2.4597 
5.700,2.4595 
5.720,2.4596 
5.740,2.4598 
5.760,2.4598 
5.780,2.4597 
5.800,2.4593 
5.820,2.4593 
5.840,2.4597 
5.860,2.4596 
5.880,2.4595 
5.900,2.4595 
5.920,2.4596 
5.940,2.4598 
5.960,2.4599 
5.980,2.4597 
6.000,2.4598 
6.020,2.4600 
6.040,2.4598 
6.060,2.4599 
6.080,2.4597 
6.100,2.4601 
6.120,2.4600 
6.140,2.4601 
6.160,2.4600 
6.180,2.4597 
6.200,2.4600 
6.220,2.4600 
6.240,2.4601 
6.260,2.4601 
6.280,2.4598 
6.300,2.4598 
6.320,2.4599 
6.340,2.4601 
6.360,2.4599 
6.380,2.4598 
6.400,2.4599 
6.420,2.4599 
6.440,2.4600 
6.460,2.4600 
6.480,2.4599 
6.500,2.4598 
6.520,2.4600 
6.540,2.4601 
6.560,2.4601 
6.580,2.4600 
6.600,2.4600 
6.620,2.4599 
6.640,2.4602 
6.660,2.4604 
6.680,2.4602 
6.700,2.4600 
6.720,2.4600 
6.740,2.4603 
6.760,2.4601 
6.780,2.4599 
6.800,2.4599 
6.820,2.4598 
6.840,2.4598 
6.860,2.4597 
6.880,2.4595 
6.900,2.4593 
6.920,2.4592 
6.940,2.4593 
6.960,2.4590 
6.980,2.4590 
7.000,2.4589 
7.020,2.4589 
7.040,2.4591 
7.060,2.4590 
7.080,2.4589 
7.100,2.4589 
7.120,2.4593 
7.140,2.4591 
7.160,2.4592 
7.180,2.4592 
7.200,2.4593 
7.220,2.4593 
7.240,2.4595 
7.260,2.4597 
7.280,2.4598 
7.300,2.4597 
7.320,2.4600 
7.340,2.4600 
7.360,2.4598 
7.380,2.4600 
7.400,2.4600 
7.420,2.4601 
7.440,2.4602 
7.460,2.4602 
7.480,2.4602 
7.500,2.4603 
7.520,2.4604 
7.540,2.4602 
7.560,2.4604 
7.580,2.4605 
7.600,2.4604 
7.620,2.4606 
7.640,2.4605 
7.660,2.4606 
7.680,2.4605 
7.700,2.4606 
7.720,2.4606 
7.740,2.4607 
7.760,2.4604 
7.780,2.4604 
7.800,2.4602 
7.820,2.4603 
7.840,2.4601 
7.860,2.4599 
7.880,2.4598 
7.900,2.4597 
7.920,2.4597 
7.940,2.4598 
7.960,2.4597 
7.980,2.4598 
8.000,2.4597 
8.020,2.4598 
8.040,2.4600 
8.060,2.4599 
8.080,2.4599 
8.100,2.4598 
8.120,2.4601 
8.140,2.4601 
8.160,2.4600 
8.180,2.4600 
8.200,2.4602 
8.220,2.4602 
8.240,2.4601 
8.260,2.4599 
8.280,2.4600 
8.300,2.4602 
8.320,2.4598 
8.340,2.4596 
8.360,2.4595 
8.380,2.4595 
8.400,2.4594 
8.420,2.4595 
8.440,2.4593 
8.460,2.4593 
8.480,2.4593 
8.500,2.4589 
8.520,2.4593 
8.540,2.4593 
8.560,2.4592 
8.580,2.4592 
8.600,2.4593 
8.620,2.4593 
8.640,2.4594 
8.660,2.4593 
8.680,2.4593 
8.700,2.4597 
8.720,2.4598 
8.740,2.4599 
8.760,2.4599 
8.780,2.4600 
8.800,2.4599 
8.820,2.4600 
8.840,2.4601 
8.860,2.4601 
8.880,2.4601 
8.900,2.4602 
8.920,2.4598 
8.940,2.4599 
8.960,2.4601 
8.980,2.4600 
9.000,2.4600 
9.020,2.4600 
9.040,2.4600 
9.060,2.4598 
9.080,2.4599 
9.100,2.4599 
9.120,2.4600 
9.140,2.4600 
9.160,2.4599 
9.180,2.4601 
9.200,2.4605 
9.220,2.4603 
9.240,2.4603 
9.260,2.4604 
9.280,2.4602 
9.300,2.4606 
9.320,2.4605 
9.340,2.4604 
9.360,2.4604 
9.380,2.4604 
9.400,2.4604 
9.420,2.4604 
9.440,2.4602 
9.460,2.4601 
9.480,2.4601 
9.500,2.4600 
9.520,2.4600 
9.540,2.4599 
9.560,2.4600 
9.580,2.4598 
9.600,2.4598 
9.620,2.4595 
9.640,2.4596 
9.660,2.4594 
9.680,2.4593 
9.700,2.4594 
9.720,2.4594 
9.740,2.4593 
9.760,2.4593 
9.780,2.4593 
9.800,2.4593 
9.820,2.4595 
9.840,2.4595 
9.860,2.4594 
9.880,2.4593 
9.900,2.4595 
9.920,2.4596 
9.940,2.4597 
9.960,2.4597 
9.980,2.4595 
10.000,2.4597 
10.020,2.4598 
10.040,2.4597 
10.060,2.4595 
10.080,2.4595 
10.100,2.4597 
10.120,2.4595 
10.140,2.4595 
10.160,2.4597 
10.180,2.4594 
10.200,2.4597 
10.220,2.4596 
10.240,2.4595 
10.260,2.4596 
10.280,2.4597 
10.300,2.4597 
10.320,2.4596 
10.340,2.4597 
10.360,2.4595 
10.380,2.4595 
10.400,2.4597 
10.420,2.4598 
10.440,2.4598 
10.460,2.4599 
10.480,2.4599 
10.500,2.4600 
10.520,2.4600 
10.540,2.4599 
10.560,2.4599 
10.580,2.4599 
10.600,2.4599 
10.620,2.4599 
10.640,2.4598 
10.660,2.4599 
10.680,2.4600 
10.700,2.4600 
10.720,2.4600 
10.740,2.4598 
10.760,2.4598 
10.780,2.4599 
10.800,2.4600 
10.820,2.4600 
10.840,2.4601 
10.860,2.4601 
