Time(s),wg1(cm),wg2(cm),wg3(cm),wg4(cm),wg5(cm),wg6(cm),wg7(cm)
15.292,-0.05,-0.95,0.3,-0.87,-0.85,0.51,1.04
15.332,-0.25,-0.86,0.0,-0.83,-0.69,0.77,0.94
15.371,-0.43,-0.74,-0.2,-0.79,-0.52,1.01,0.83
15.41,-0.59,-0.56,-0.31,-0.76,-0.4,1.18,0.67
15.45,-0.73,-0.32,-0.36,-0.73,-0.29,1.24,0.51
15.489,-0.86,-0.02,-0.39,-0.66,-0.21,1.2,0.34
15.528,-0.97,0.33,-0.42,-0.6,-0.13,1.09,0.17
15.568,-1.07,0.7,-0.48,-0.54,-0.06,0.95,0.01
15.607,-1.15,1.03,-0.5,-0.55,0.04,0.8,-0.16
15.646,-1.2,1.3,-0.55,-0.61,0.18,0.64,-0.35
15.685,-1.16,1.46,-0.63,-0.66,0.36,0.5,-0.54
15.725,-1.06,1.51,-0.75,-0.66,0.62,0.38,-0.73
15.764,-0.89,1.48,-0.92,-0.58,0.91,0.25,-0.9
15.803,-0.68,1.41,-1.05,-0.45,1.2,0.11,-1.04
15.843,-0.46,1.3,-1.13,-0.29,1.43,-0.06,-1.15
15.882,-0.24,1.16,-1.16,-0.12,1.53,-0.22,-1.23
15.921,0.0,0.95,-1.14,0.1,1.53,-0.41,-1.25
15.961,0.23,0.71,-1.1,0.4,1.4,-0.61,-1.2
16.0,0.46,0.41,-1.03,0.78,1.2,-0.79,-1.09
16.039,0.66,0.12,-0.9,1.21,0.92,-0.95,-0.94
16.079,0.82,-0.17,-0.67,1.58,0.6,-1.05,-0.71
16.118,0.94,-0.42,-0.33,1.81,0.25,-1.1,-0.46
16.157,1.06,-0.62,0.07,1.82,-0.12,-1.09,-0.19
16.197,1.14,-0.79,0.53,1.63,-0.43,-1.04,0.07
16.236,1.21,-0.94,1.05,1.24,-0.72,-0.96,0.33
16.275,1.24,-1.02,1.54,0.74,-0.97,-0.86,0.55
16.314,1.23,-1.06,1.94,0.26,-1.18,-0.77,0.74
16.354,1.13,-1.06,2.12,-0.1,-1.31,-0.63,0.91
16.393,0.96,-1.04,2.04,-0.43,-1.35,-0.47,1.01
16.432,0.69,-1.04,1.71,-0.69,-1.33,-0.27,1.09
16.472,0.43,-1.03,1.19,-0.83,-1.22,-0.03,1.11
16.511,0.18,-1.01,0.69,-0.87,-1.08,0.24,1.1
16.55,-0.03,-0.97,0.34,-0.86,-0.9,0.51,1.05
16.59,-0.23,-0.89,0.03,-0.83,-0.71,0.77,0.96
16.629,-0.4,-0.77,-0.19,-0.8,-0.54,1.0,0.86
16.668,-0.57,-0.61,-0.3,-0.78,-0.38,1.15,0.71
16.708,-0.72,-0.36,-0.37,-0.75,-0.28,1.21,0.54
16.747,-0.85,-0.06,-0.4,-0.69,-0.2,1.19,0.36
16.786,-0.97,0.3,-0.43,-0.62,-0.13,1.09,0.2
16.826,-1.06,0.67,-0.48,-0.57,-0.07,0.96,0.02
16.865,-1.14,1.0,-0.51,-0.56,0.0,0.8,-0.16
16.904,-1.19,1.28,-0.55,-0.6,0.12,0.65,-0.33
16.943,-1.18,1.45,-0.62,-0.65,0.29,0.51,-0.54
16.983,-1.07,1.51,-0.73,-0.65,0.56,0.39,-0.74
17.022,-0.91,1.48,-0.89,-0.59,0.86,0.27,-0.9
17.061,-0.7,1.42,-1.03,-0.47,1.19,0.12,-1.06
17.101,-0.5,1.32,-1.13,-0.32,1.43,-0.03,-1.16
17.14,-0.27,1.17,-1.17,-0.16,1.54,-0.21,-1.22
17.179,-0.05,0.98,-1.16,0.04,1.53,-0.41,-1.25
17.219,0.21,0.73,-1.12,0.33,1.4,-0.6,-1.21
17.258,0.44,0.44,-1.04,0.72,1.19,-0.78,-1.1
17.297,0.64,0.15,-0.91,1.16,0.92,-0.94,-0.95
17.337,0.79,-0.13,-0.69,1.56,0.64,-1.05,-0.74
17.376,0.93,-0.38,-0.36,1.8,0.3,-1.11,-0.49
17.415,1.05,-0.61,0.05,1.83,-0.05,-1.11,-0.22
17.455,1.13,-0.79,0.49,1.65,-0.37,-1.07,0.06
17.494,1.19,-0.94,0.98,1.28,-0.66,-0.98,0.32
17.533,1.24,-1.02,1.48,0.79,-0.94,-0.89,0.54
17.572,1.23,-1.06,1.9,0.3,-1.17,-0.78,0.73
17.612,1.16,-1.06,2.12,-0.07,-1.32,-0.66,0.88
17.651,0.97,-1.04,2.06,-0.4,-1.39,-0.51,1.0
17.69,0.72,-1.03,1.75,-0.68,-1.38,-0.31,1.07
17.73,0.45,-1.03,1.23,-0.84,-1.28,-0.08,1.1
17.769,0.22,-1.02,0.73,-0.89,-1.13,0.19,1.1
17.808,0.0,-0.98,0.36,-0.89,-0.93,0.49,1.05
17.848,-0.19,-0.9,0.04,-0.85,-0.71,0.75,0.97
17.887,-0.38,-0.79,-0.18,-0.81,-0.52,0.99,0.86
17.926,-0.54,-0.62,-0.29,-0.78,-0.37,1.15,0.72
17.966,-0.7,-0.39,-0.34,-0.74,-0.27,1.22,0.56
18.005,-0.82,-0.08,-0.39,-0.69,-0.2,1.2,0.39
18.044,-0.94,0.28,-0.43,-0.62,-0.16,1.09,0.21
18.084,-1.04,0.64,-0.48,-0.57,-0.12,0.96,0.04
18.123,-1.12,0.98,-0.52,-0.57,-0.05,0.8,-0.13
18.162,-1.18,1.26,-0.55,-0.61,0.07,0.64,-0.32
18.201,-1.16,1.44,-0.62,-0.66,0.26,0.51,-0.52
18.241,-1.08,1.5,-0.72,-0.67,0.54,0.39,-0.73
18.28,-0.93,1.5,-0.86,-0.61,0.86,0.29,-0.9
18.319,-0.73,1.44,-1.02,-0.48,1.2,0.16,-1.06
18.359,-0.52,1.33,-1.13,-0.33,1.43,0.0,-1.16
18.398,-0.3,1.2,-1.18,-0.16,1.53,-0.18,-1.23
18.437,-0.07,1.0,-1.17,0.05,1.5,-0.37,-1.26
18.477,0.17,0.75,-1.13,0.33,1.39,-0.57,-1.22
18.516,0.41,0.47,-1.06,0.7,1.2,-0.77,-1.13
18.555,0.62,0.18,-0.94,1.12,0.97,-0.94,-0.97
18.595,0.78,-0.1,-0.71,1.51,0.7,-1.07,-0.77
18.634,0.91,-0.36,-0.39,1.77,0.37,-1.14,-0.52
18.673,1.03,-0.59,0.01,1.84,0.02,-1.14,-0.26
18.713,1.12,-0.78,0.45,1.69,-0.31,-1.09,0.02
18.752,1.19,-0.92,0.94,1.33,-0.65,-0.99,0.27
18.791,1.23,-1.01,1.43,0.82,-0.93,-0.89,0.51
18.83,1.24,-1.04,1.88,0.3,-1.18,-0.77,0.71
18.87,1.16,-1.06,2.11,-0.07,-1.34,-0.65,0.86
18.909,0.99,-1.04,2.07,-0.39,-1.41,-0.51,0.99
18.948,0.73,-1.03,1.78,-0.67,-1.4,-0.32,1.07
18.988,0.49,-1.03,1.27,-0.83,-1.29,-0.09,1.1
19.027,0.24,-1.01,0.75,-0.88,-1.13,0.16,1.1
19.066,0.03,-0.98,0.37,-0.88,-0.93,0.42,1.04
19.106,-0.17,-0.91,0.07,-0.84,-0.71,0.7,0.97
19.145,-0.34,-0.82,-0.17,-0.8,-0.54,0.95,0.86
19.184,-0.51,-0.65,-0.28,-0.78,-0.38,1.14,0.73
19.224,-0.66,-0.42,-0.34,-0.75,-0.29,1.22,0.58
19.263,-0.8,-0.1,-0.39,-0.7,-0.23,1.21,0.4
19.302,-0.92,0.26,-0.43,-0.63,-0.17,1.13,0.23
19.342,-1.02,0.62,-0.49,-0.58,-0.13,0.97,0.06
19.381,-1.12,0.95,-0.51,-0.57,-0.06,0.81,-0.12
19.42,-1.18,1.23,-0.55,-0.6,0.07,0.63,-0.31
19.459,-1.16,1.41,-0.61,-0.66,0.28,0.5,-0.5
19.499,-1.08,1.5,-0.71,-0.66,0.55,0.38,-0.69
19.538,-0.94,1.51,-0.85,-0.6,0.86,0.3,-0.88
19.577,-0.74,1.45,-1.01,-0.48,1.17,0.17,-1.04
19.617,-0.53,1.34,-1.13,-0.34,1.4,0.03,-1.16
19.656,-0.32,1.21,-1.17,-0.17,1.52,-0.13,-1.23
19.695,-0.09,1.02,-1.17,0.03,1.5,-0.33,-1.27
19.735,0.16,0.76,-1.13,0.3,1.41,-0.54,-1.25
19.774,0.39,0.49,-1.05,0.68,1.22,-0.75,-1.15
19.813,0.59,0.2,-0.93,1.11,0.99,-0.94,-1.02
19.853,0.77,-0.08,-0.71,1.49,0.72,-1.08,-0.82
19.892,0.91,-0.35,-0.4,1.76,0.4,-1.16,-0.57
19.931,1.01,-0.57,-0.01,1.84,0.04,-1.17,-0.3
19.97,1.11,-0.76,0.42,1.71,-0.31,-1.11,-0.02
20.01,1.18,-0.9,0.89,1.37,-0.64,-1.02,0.26
20.049,1.23,-1.0,1.4,0.86,-0.93,-0.9,0.51
20.088,1.23,-1.04,1.85,0.34,-1.18,-0.77,0.72
20.128,1.17,-1.04,2.12,-0.06,-1.33,-0.64,0.86
20.167,1.0,-1.04,2.1,-0.38,-1.41,-0.48,0.99
20.206,0.77,-1.03,1.81,-0.67,-1.4,-0.32,1.06
20.246,0.51,-1.03,1.28,-0.83,-1.29,-0.13,1.09
20.285,0.26,-1.02,0.75,-0.9,-1.14,0.11,1.07
20.324,0.05,-0.98,0.38,-0.89,-0.94,0.37,1.04
20.364,-0.13,-0.92,0.09,-0.84,-0.73,0.65,0.96
20.403,-0.32,-0.83,-0.15,-0.8,-0.55,0.92,0.87
20.442,-0.5,-0.66,-0.27,-0.77,-0.4,1.14,0.74
20.482,-0.65,-0.44,-0.32,-0.75,-0.29,1.25,0.59
20.521,-0.79,-0.13,-0.38,-0.7,-0.22,1.25,0.42
20.56,-0.91,0.22,-0.43,-0.63,-0.17,1.16,0.25
20.599,-1.01,0.59,-0.48,-0.58,-0.13,1.01,0.08
20.639,-1.11,0.93,-0.51,-0.56,-0.06,0.82,-0.09
20.678,-1.16,1.22,-0.53,-0.6,0.07,0.63,-0.26
20.717,-1.16,1.41,-0.59,-0.65,0.25,0.48,-0.46
20.757,-1.09,1.5,-0.69,-0.66,0.5,0.36,-0.67
20.796,-0.95,1.51,-0.84,-0.6,0.83,0.27,-0.87
20.835,-0.77,1.46,-1.0,-0.48,1.16,0.17,-1.03
20.875,-0.56,1.36,-1.12,-0.33,1.41,0.05,-1.16
20.914,-0.34,1.22,-1.18,-0.16,1.52,-0.12,-1.25
20.953,-0.11,1.03,-1.17,0.04,1.5,-0.31,-1.28
20.993,0.14,0.79,-1.13,0.31,1.4,-0.52,-1.26
21.032,0.37,0.51,-1.04,0.67,1.22,-0.75,-1.17
21.071,0.58,0.23,-0.93,1.1,1.0,-0.95,-1.03
21.111,0.75,-0.06,-0.72,1.49,0.75,-1.09,-0.84
21.15,0.89,-0.31,-0.42,1.77,0.42,-1.18,-0.61
21.189,1.0,-0.55,-0.04,1.85,0.07,-1.18,-0.32
21.228,1.11,-0.74,0.4,1.71,-0.29,-1.13,-0.04
21.268,1.19,-0.89,0.88,1.36,-0.62,-1.01,0.25
21.307,1.24,-1.0,1.39,0.86,-0.93,-0.88,0.48
21.346,1.24,-1.04,1.84,0.34,-1.18,-0.73,0.69
21.386,1.18,-1.04,2.11,-0.05,-1.34,-0.61,0.86
21.425,1.01,-1.04,2.1,-0.37,-1.42,-0.48,0.99
21.464,0.79,-1.03,1.81,-0.66,-1.41,-0.33,1.07
21.504,0.55,-1.03,1.3,-0.83,-1.31,-0.16,1.1
21.543,0.3,-1.02,0.78,-0.89,-1.14,0.07,1.09
21.582,0.08,-0.98,0.42,-0.88,-0.94,0.32,1.04
21.622,-0.11,-0.92,0.11,-0.84,-0.73,0.62,0.97
21.661,-0.3,-0.83,-0.12,-0.79,-0.55,0.9,0.86
21.7,-0.47,-0.67,-0.25,-0.76,-0.4,1.14,0.74
21.74,-0.64,-0.44,-0.32,-0.74,-0.29,1.26,0.59
21.779,-0.78,-0.14,-0.38,-0.7,-0.23,1.26,0.43
21.818,-0.91,0.22,-0.44,-0.63,-0.17,1.16,0.28
21.857,-1.01,0.58,-0.49,-0.57,-0.13,1.01,0.11
21.897,-1.11,0.92,-0.51,-0.56,-0.05,0.82,-0.05
21.936,-1.16,1.2,-0.53,-0.6,0.08,0.63,-0.23
21.975,-1.16,1.41,-0.58,-0.65,0.27,0.48,-0.44
22.015,-1.11,1.5,-0.68,-0.66,0.53,0.36,-0.65
22.054,-0.97,1.52,-0.83,-0.6,0.83,0.27,-0.86
22.093,-0.78,1.48,-1.0,-0.48,1.14,0.19,-1.04
22.133,-0.58,1.38,-1.12,-0.33,1.4,0.06,-1.19
22.172,-0.36,1.23,-1.17,-0.17,1.52,-0.09,-1.28
22.211,-0.13,1.04,-1.16,0.03,1.52,-0.31,-1.31
22.251,0.1,0.81,-1.12,0.3,1.42,-0.53,-1.28
22.29,0.34,0.53,-1.04,0.66,1.25,-0.77,-1.19
22.329,0.55,0.26,-0.93,1.09,1.02,-0.96,-1.04
22.369,0.73,-0.03,-0.73,1.49,0.74,-1.11,-0.84
22.408,0.87,-0.3,-0.43,1.78,0.41,-1.18,-0.6
22.447,0.99,-0.54,-0.05,1.86,0.05,-1.17,-0.32
22.486,1.1,-0.73,0.38,1.73,-0.3,-1.1,-0.04
22.526,1.17,-0.86,0.87,1.38,-0.62,-0.98,0.23
22.565,1.23,-0.96,1.38,0.86,-0.92,-0.85,0.48
22.604,1.24,-1.01,1.83,0.34,-1.17,-0.72,0.67
22.644,1.18,-1.03,2.11,-0.06,-1.34,-0.61,0.85
22.683,1.04,-1.03,2.09,-0.38,-1.41,-0.5,0.99
22.722,0.82,-1.03,1.82,-0.67,-1.4,-0.37,1.07
22.762,0.56,-1.03,1.32,-0.83,-1.31,-0.18,1.11
22.801,0.32,-1.02,0.8,-0.89,-1.15,0.06,1.11
22.84,0.1,-0.97,0.44,-0.88,-0.96,0.33,1.06
22.88,-0.1,-0.91,0.13,-0.84,-0.75,0.64,0.98
22.919,-0.29,-0.8,-0.11,-0.79,-0.54,0.94,0.87
22.958,-0.46,-0.66,-0.25,-0.76,-0.38,1.16,0.74
22.998,-0.64,-0.44,-0.32,-0.73,-0.29,1.27,0.6
23.037,-0.78,-0.15,-0.37,-0.69,-0.22,1.27,0.43
23.076,-0.91,0.2,-0.42,-0.63,-0.17,1.16,0.27
23.115,-1.01,0.57,-0.46,-0.57,-0.13,1.01,0.1
23.155,-1.11,0.91,-0.49,-0.55,-0.03,0.82,-0.05
23.194,-1.16,1.2,-0.52,-0.6,0.07,0.64,-0.23
23.233,-1.18,1.4,-0.58,-0.65,0.26,0.5,-0.42
23.273,-1.12,1.5,-0.68,-0.66,0.51,0.38,-0.62
23.312,-1.0,1.53,-0.83,-0.6,0.83,0.29,-0.83
23.351,-0.81,1.48,-1.0,-0.48,1.16,0.18,-1.01
23.391,-0.61,1.38,-1.12,-0.33,1.4,0.04,-1.15
23.43,-0.39,1.23,-1.17,-0.16,1.52,-0.13,-1.27
23.469,-0.17,1.05,-1.15,0.04,1.5,-0.33,-1.31
23.509,0.08,0.82,-1.11,0.3,1.41,-0.56,-1.29
23.548,0.31,0.56,-1.03,0.67,1.25,-0.77,-1.21
23.587,0.52,0.28,-0.92,1.11,1.04,-0.96,-1.07
23.627,0.71,-0.01,-0.72,1.51,0.77,-1.09,-0.86
23.666,0.86,-0.29,-0.43,1.79,0.43,-1.16,-0.61
23.705,0.98,-0.53,-0.05,1.87,0.07,-1.15,-0.32
23.744,1.09,-0.72,0.38,1.73,-0.29,-1.08,-0.03
23.784,1.17,-0.86,0.88,1.37,-0.63,-0.97,0.25
23.823,1.23,-0.95,1.4,0.85,-0.94,-0.84,0.49
23.862,1.24,-1.01,1.86,0.32,-1.18,-0.72,0.69
23.902,1.19,-1.03,2.12,-0.07,-1.34,-0.61,0.85
23.941,1.05,-1.02,2.09,-0.39,-1.42,-0.5,0.98
23.98,0.83,-1.02,1.81,-0.67,-1.41,-0.34,1.06
24.02,0.57,-1.02,1.31,-0.84,-1.32,-0.16,1.11
24.059,0.34,-1.02,0.8,-0.89,-1.14,0.07,1.1
24.098,0.11,-0.98,0.44,-0.88,-0.94,0.36,1.07
24.138,-0.09,-0.92,0.13,-0.83,-0.72,0.65,1.0
24.177,-0.27,-0.83,-0.12,-0.78,-0.52,0.94,0.91
24.216,-0.45,-0.68,-0.25,-0.74,-0.37,1.16,0.78
24.256,-0.63,-0.47,-0.31,-0.72,-0.27,1.28,0.62
24.295,-0.77,-0.18,-0.36,-0.67,-0.21,1.28,0.43
24.334,-0.91,0.17,-0.4,-0.61,-0.16,1.18,0.26
24.373,-1.01,0.56,-0.44,-0.55,-0.1,1.01,0.08
24.413,-1.09,0.89,-0.48,-0.54,-0.02,0.82,-0.09
24.452,-1.16,1.17,-0.51,-0.59,0.09,0.63,-0.24
24.491,-1.19,1.39,-0.58,-0.65,0.27,0.48,-0.42
24.531,-1.14,1.5,-0.69,-0.66,0.53,0.37,-0.61
24.57,-1.02,1.53,-0.83,-0.6,0.83,0.3,-0.8
24.609,-0.85,1.5,-1.0,-0.47,1.16,0.19,-0.99
24.649,-0.64,1.39,-1.11,-0.31,1.41,0.05,-1.14
24.688,-0.41,1.24,-1.16,-0.14,1.52,-0.12,-1.25
24.727,-0.19,1.06,-1.15,0.06,1.52,-0.33,-1.32
24.767,0.04,0.85,-1.1,0.34,1.41,-0.56,-1.31
24.806,0.29,0.58,-1.02,0.72,1.25,-0.77,-1.23
24.845,0.5,0.28,-0.9,1.15,1.03,-0.96,-1.09
24.884,0.69,-0.01,-0.71,1.56,0.77,-1.09,-0.88
24.924,0.84,-0.27,-0.4,1.83,0.44,-1.16,-0.61
24.963,0.97,-0.51,-0.04,1.89,0.07,-1.15,-0.31
25.002,1.07,-0.7,0.42,1.73,-0.29,-1.08,0.0
25.042,1.17,-0.84,0.9,1.35,-0.63,-0.96,0.28
25.081,1.23,-0.94,1.4,0.82,-0.93,-0.83,0.53
25.12,1.24,-1.0,1.85,0.29,-1.19,-0.71,0.72
25.16,1.2,-1.02,2.1,-0.1,-1.36,-0.6,0.86
25.199,1.06,-1.03,2.07,-0.41,-1.43,-0.48,0.98
25.238,0.85,-1.02,1.8,-0.69,-1.41,-0.34,1.05
25.278,0.6,-1.02,1.32,-0.84,-1.31,-0.15,1.1
25.317,0.36,-1.02,0.8,-0.89,-1.14,0.09,1.11
25.356,0.14,-1.0,0.43,-0.87,-0.93,0.37,1.09
25.396,-0.07,-0.94,0.13,-0.82,-0.71,0.68,1.03
25.435,-0.26,-0.84,-0.12,-0.76,-0.51,0.97,0.93
25.474,-0.44,-0.71,-0.25,-0.72,-0.36,1.2,0.8
25.513,-0.6,-0.49,-0.29,-0.69,-0.26,1.3,0.62
25.553,-0.75,-0.2,-0.33,-0.65,-0.2,1.3,0.43
25.592,-0.88,0.15,-0.38,-0.58,-0.14,1.18,0.23
25.631,-0.99,0.52,-0.42,-0.53,-0.09,1.01,0.06
25.671,-1.09,0.86,-0.46,-0.53,-0.01,0.82,-0.1
25.71,-1.16,1.15,-0.5,-0.58,0.12,0.64,-0.24
25.749,-1.2,1.36,-0.59,-0.64,0.3,0.49,-0.41
25.789,-1.16,1.48,-0.7,-0.66,0.57,0.38,-0.58
25.828,-1.05,1.53,-0.85,-0.59,0.88,0.3,-0.77
25.867,-0.87,1.48,-1.01,-0.46,1.2,0.18,-0.96
25.907,-0.67,1.39,-1.12,-0.3,1.43,0.04,-1.13
25.946,-0.45,1.24,-1.16,-0.11,1.53,-0.14,-1.26
25.985,-0.22,1.09,-1.14,0.1,1.52,-0.34,-1.32
26.025,0.02,0.86,-1.08,0.38,1.41,-0.57,-1.33
26.064,0.25,0.61,-1.01,0.76,1.24,-0.77,-1.26
26.103,0.48,0.3,-0.89,1.19,1.03,-0.95,-1.09
26.142,0.66,0.02,-0.7,1.59,0.76,-1.08,-0.87
26.182,0.82,-0.27,-0.41,1.85,0.42,-1.14,-0.58
26.221,0.96,-0.5,-0.04,1.9,0.05,-1.13,-0.28
26.26,1.07,-0.7,0.4,1.74,-0.31,-1.05,0.04
26.3,1.16,-0.84,0.87,1.34,-0.65,-0.95,0.33
26.339,1.23,-0.94,1.37,0.79,-0.97,-0.83,0.55
26.378,1.25,-0.98,1.82,0.26,-1.21,-0.7,0.72
26.418,1.2,-1.02,2.1,-0.13,-1.36,-0.58,0.85
26.457,1.07,-1.03,2.09,-0.45,-1.43,-0.46,0.96
26.496,0.87,-1.02,1.83,-0.72,-1.4,-0.29,1.04
26.536,0.62,-1.03,1.35,-0.85,-1.28,-0.1,1.1
26.575,0.38,-1.03,0.79,-0.89,-1.11,0.13,1.13
26.614,0.16,-1.01,0.42,-0.86,-0.9,0.41,1.11
26.654,-0.05,-0.97,0.12,-0.79,-0.68,0.71,1.05
26.693,-0.25,-0.88,-0.11,-0.73,-0.48,1.0,0.94
26.732,-0.44,-0.73,-0.22,-0.71,-0.34,1.21,0.8
26.771,-0.59,-0.53,-0.27,-0.68,-0.23,1.31,0.61
26.811,-0.75,-0.25,-0.3,-0.63,-0.17,1.3,0.42
26.85,-0.88,0.1,-0.36,-0.56,-0.13,1.19,0.23
26.889,-1.0,0.47,-0.4,-0.52,-0.07,1.01,0.07
26.929,-1.11,0.82,-0.46,-0.52,0.01,0.82,-0.07
26.968,-1.18,1.1,-0.51,-0.57,0.14,0.63,-0.22
27.007,-1.21,1.34,-0.58,-0.64,0.34,0.48,-0.38
27.047,-1.18,1.48,-0.71,-0.65,0.61,0.37,-0.57
27.086,-1.07,1.53,-0.85,-0.6,0.92,0.27,-0.8
27.125,-0.89,1.5,-1.02,-0.46,1.24,0.18,-0.99
27.165,-0.7,1.4,-1.12,-0.3,1.46,0.03,-1.15
27.204,-0.47,1.27,-1.15,-0.12,1.53,-0.15,-1.28
27.243,-0.25,1.1,-1.14,0.09,1.5,-0.37,-1.34
27.283,0.0,0.89,-1.07,0.37,1.4,-0.59,-1.33
27.322,0.23,0.62,-1.01,0.75,1.25,-0.8,-1.23
27.361,0.45,0.32,-0.9,1.19,1.04,-0.98,-1.06
27.4,0.64,0.03,-0.71,1.59,0.76,-1.09,-0.83
27.44,0.8,-0.26,-0.42,1.85,0.41,-1.15,-0.54
27.479,0.94,-0.49,-0.06,1.92,0.04,-1.11,-0.23
27.518,1.05,-0.68,0.37,1.77,-0.34,-1.04,0.08
27.558,1.16,-0.83,0.84,1.38,-0.69,-0.92,0.34
27.597,1.21,-0.91,1.32,0.82,-0.99,-0.78,0.56
27.636,1.25,-0.98,1.79,0.26,-1.24,-0.66,0.73
27.676,1.23,-1.02,2.07,-0.13,-1.38,-0.54,0.86
27.715,1.11,-1.03,2.1,-0.46,-1.42,-0.43,0.98
27.754,0.9,-1.04,1.85,-0.73,-1.38,-0.27,1.07
27.794,0.65,-1.03,1.37,-0.85,-1.25,-0.08,1.12
27.833,0.41,-1.03,0.8,-0.88,-1.06,0.17,1.14
27.872,0.18,-1.03,0.41,-0.85,-0.86,0.46,1.12
27.912,-0.04,-0.98,0.13,-0.78,-0.64,0.77,1.05
27.951,-0.23,-0.9,-0.09,-0.72,-0.45,1.06,0.93
27.99,-0.41,-0.77,-0.19,-0.7,-0.33,1.25,0.78
28.029,-0.58,-0.56,-0.23,-0.68,-0.23,1.32,0.6
28.069,-0.74,-0.27,-0.28,-0.63,-0.19,1.3,0.41
28.108,-0.87,0.06,-0.33,-0.56,-0.14,1.16,0.25
28.147,-1.0,0.44,-0.4,-0.51,-0.08,1.0,0.08
28.187,-1.09,0.77,-0.46,-0.52,0.0,0.8,-0.09
28.226,-1.19,1.06,-0.51,-0.58,0.13,0.62,-0.24
28.265,-1.23,1.32,-0.58,-0.65,0.35,0.48,-0.42
28.305,-1.2,1.46,-0.71,-0.66,0.62,0.37,-0.61
28.344,-1.09,1.52,-0.85,-0.59,0.93,0.27,-0.82
28.383,-0.93,1.5,-1.02,-0.46,1.22,0.17,-1.01
28.423,-0.72,1.41,-1.13,-0.3,1.43,0.01,-1.16
28.462,-0.51,1.29,-1.16,-0.13,1.52,-0.18,-1.27
28.501,-0.27,1.14,-1.15,0.08,1.5,-0.39,-1.33
28.541,-0.04,0.93,-1.1,0.35,1.41,-0.61,-1.31
28.58,0.21,0.65,-1.03,0.73,1.26,-0.83,-1.21
28.619,0.43,0.35,-0.91,1.16,1.06,-0.98,-1.03
28.658,0.63,0.04,-0.73,1.56,0.78,-1.09,-0.8
28.698,0.78,-0.24,-0.46,1.83,0.43,-1.15,-0.5
28.737,0.91,-0.48,-0.1,1.93,0.04,-1.1,-0.19
28.776,1.04,-0.67,0.3,1.8,-0.35,-1.02,0.1
28.816,1.13,-0.82,0.75,1.42,-0.7,-0.9,0.38
28.855,1.21,-0.91,1.23,0.86,-1.0,-0.76,0.6
28.894,1.25,-0.97,1.71,0.28,-1.24,-0.65,0.77
28.934,1.23,-1.02,2.05,-0.13,-1.39,-0.54,0.91
28.973,1.12,-1.03,2.11,-0.45,-1.43,-0.43,1.01
29.012,0.92,-1.03,1.91,-0.72,-1.38,-0.27,1.1
29.052,0.68,-1.03,1.42,-0.84,-1.25,-0.07,1.14
29.091,0.43,-1.04,0.85,-0.87,-1.05,0.18,1.14
29.13,0.21,-1.04,0.43,-0.84,-0.84,0.48,1.12
29.17,-0.02,-1.01,0.15,-0.78,-0.63,0.8,1.04
29.209,-0.22,-0.94,-0.06,-0.73,-0.44,1.08,0.92
29.248,-0.4,-0.79,-0.18,-0.7,-0.33,1.27,0.78
29.287,-0.58,-0.6,-0.22,-0.68,-0.24,1.32,0.59
29.327,-0.74,-0.32,-0.27,-0.64,-0.2,1.27,0.4
29.366,-0.89,0.02,-0.33,-0.56,-0.16,1.13,0.21
29.405,-1.01,0.39,-0.4,-0.52,-0.1,0.95,0.04
29.445,-1.11,0.74,-0.46,-0.53,-0.01,0.76,-0.1
29.484,-1.19,1.03,-0.51,-0.6,0.13,0.6,-0.26
29.523,-1.23,1.28,-0.58,-0.67,0.34,0.48,-0.43
29.563,-1.21,1.46,-0.69,-0.68,0.62,0.39,-0.63
29.602,-1.11,1.52,-0.84,-0.61,0.92,0.31,-0.83
29.641,-0.95,1.51,-1.01,-0.48,1.21,0.19,-1.02
29.681,-0.75,1.44,-1.13,-0.32,1.42,0.04,-1.17
29.72,-0.53,1.33,-1.17,-0.16,1.5,-0.16,-1.28
29.759,-0.31,1.17,-1.15,0.03,1.5,-0.39,-1.32
29.798,-0.07,0.97,-1.11,0.3,1.42,-0.63,-1.29
29.838,0.17,0.7,-1.04,0.66,1.29,-0.83,-1.2
29.877,0.39,0.38,-0.94,1.09,1.09,-0.99,-1.01
29.916,0.59,0.06,-0.76,1.49,0.81,-1.09,-0.76
29.956,0.77,-0.23,-0.49,1.8,0.46,-1.13,-0.48
29.995,0.9,-0.47,-0.13,1.93,0.06,-1.09,-0.16
30.034,1.01,-0.66,0.25,1.84,-0.33,-0.99,0.13
30.074,1.13,-0.8,0.67,1.51,-0.69,-0.88,0.39
30.113,1.2,-0.91,1.15,0.95,-0.99,-0.76,0.6
30.152,1.25,-0.97,1.63,0.35,-1.24,-0.66,0.77
30.192,1.23,-1.01,2.01,-0.1,-1.38,-0.56,0.91
30.231,1.13,-1.03,2.12,-0.43,-1.42,-0.45,1.03
30.27,0.94,-1.03,1.95,-0.71,-1.38,-0.29,1.11
30.31,0.7,-1.03,1.5,-0.84,-1.25,-0.09,1.14
30.349,0.45,-1.04,0.91,-0.87,-1.05,0.17,1.14
30.388,0.22,-1.04,0.46,-0.84,-0.84,0.49,1.12
30.427,0.0,-1.02,0.19,-0.79,-0.63,0.82,1.04
30.467,-0.2,-0.95,-0.04,-0.75,-0.47,1.11,0.91
30.506,-0.39,-0.82,-0.15,-0.72,-0.34,1.28,0.77
