Time(s),wg1(cm),wg2(cm),wg3(cm),wg4(cm),wg5(cm),wg6(cm),wg7(cm)
167.705,0.02,0.06,-0.33,0.69,-0.06,0.86,-0.17
167.744,0.15,-0.05,-0.39,1.2,-0.16,0.99,-0.11
167.784,0.26,-0.16,-0.44,1.75,-0.27,1.11,-0.07
167.823,0.39,-0.29,-0.51,2.17,-0.35,1.19,-0.05
167.862,0.5,-0.42,-0.56,2.3,-0.42,1.25,-0.05
167.902,0.59,-0.55,-0.6,2.15,-0.48,1.25,-0.07
167.941,0.65,-0.69,-0.63,1.79,-0.53,1.19,-0.09
167.98,0.7,-0.79,-0.66,1.3,-0.57,1.05,-0.07
168.02,0.76,-0.87,-0.7,0.82,-0.6,0.83,-0.06
168.059,0.83,-0.9,-0.74,0.43,-0.63,0.56,-0.01
168.098,0.9,-0.93,-0.79,0.18,-0.64,0.23,0.02
168.137,0.97,-0.94,-0.86,-0.05,-0.65,-0.14,0.04
168.177,1.02,-0.94,-0.93,-0.15,-0.65,-0.51,0.03
168.216,1.04,-0.96,-0.98,-0.13,-0.64,-0.83,0.01
168.255,1.04,-0.99,-1.03,-0.07,-0.61,-1.08,-0.03
168.295,1.02,-1.01,-1.05,-0.01,-0.56,-1.21,-0.06
168.334,0.96,-1.01,-1.05,0.05,-0.5,-1.23,-0.09
168.373,0.87,-0.99,-1.0,0.13,-0.43,-1.15,-0.12
168.413,0.79,-0.94,-0.94,0.19,-0.36,-1.02,-0.17
168.452,0.71,-0.88,-0.87,0.22,-0.3,-0.84,-0.2
168.491,0.62,-0.79,-0.78,0.17,-0.26,-0.65,-0.2
168.531,0.5,-0.72,-0.67,0.09,-0.21,-0.43,-0.14
168.57,0.37,-0.64,-0.53,-0.01,-0.14,-0.23,-0.03
168.609,0.22,-0.57,-0.3,-0.12,-0.02,-0.02,0.17
168.648,0.08,-0.49,0.02,-0.23,0.16,0.17,0.45
168.688,-0.05,-0.39,0.44,-0.34,0.43,0.34,0.78
168.727,-0.17,-0.25,0.88,-0.41,0.77,0.46,1.15
168.766,-0.27,-0.08,1.33,-0.45,1.14,0.5,1.54
168.806,-0.37,0.11,1.69,-0.47,1.55,0.47,1.84
168.845,-0.49,0.29,1.89,-0.48,1.92,0.31,1.95
168.884,-0.56,0.47,1.91,-0.51,2.12,0.08,1.89
168.924,-0.64,0.64,1.78,-0.53,2.1,-0.21,1.65
168.963,-0.7,0.83,1.5,-0.57,1.87,-0.48,1.3
169.002,-0.73,1.02,1.19,-0.59,1.47,-0.73,0.87
169.042,-0.77,1.19,0.99,-0.59,0.98,-0.93,0.4
169.081,-0.78,1.28,0.84,-0.6,0.48,-1.06,-0.1
169.12,-0.8,1.29,0.67,-0.63,-0.02,-1.16,-0.54
169.16,-0.83,1.26,0.56,-0.67,-0.46,-1.17,-0.86
169.199,-0.86,1.2,0.49,-0.72,-0.74,-1.1,-1.07
169.238,-0.87,1.14,0.45,-0.77,-0.88,-0.96,-1.18
169.277,-0.86,1.08,0.41,-0.8,-0.91,-0.72,-1.21
169.317,-0.85,1.0,0.35,-0.81,-0.85,-0.43,-1.19
169.356,-0.83,0.89,0.28,-0.82,-0.73,-0.1,-1.09
169.395,-0.78,0.76,0.19,-0.82,-0.51,0.25,-0.93
169.435,-0.72,0.63,0.09,-0.83,-0.27,0.59,-0.75
169.474,-0.66,0.52,-0.03,-0.81,-0.05,0.84,-0.59
169.513,-0.59,0.43,-0.12,-0.75,0.13,0.94,-0.49
169.553,-0.51,0.38,-0.19,-0.63,0.23,0.92,-0.41
169.592,-0.4,0.32,-0.24,-0.43,0.26,0.81,-0.35
169.631,-0.29,0.26,-0.26,-0.17,0.21,0.72,-0.3
169.671,-0.16,0.19,-0.29,0.13,0.12,0.72,-0.24
169.71,-0.03,0.11,-0.31,0.5,0.01,0.81,-0.18
169.749,0.09,0.0,-0.36,0.97,-0.12,0.94,-0.12
169.789,0.22,-0.11,-0.42,1.52,-0.22,1.06,-0.09
169.828,0.35,-0.24,-0.47,2.03,-0.32,1.17,-0.06
169.867,0.48,-0.37,-0.54,2.29,-0.39,1.23,-0.05
169.906,0.57,-0.51,-0.6,2.24,-0.47,1.25,-0.07
169.946,0.64,-0.64,-0.62,1.97,-0.51,1.23,-0.09
169.985,0.69,-0.76,-0.65,1.51,-0.56,1.12,-0.09
170.024,0.73,-0.84,-0.68,1.01,-0.58,0.93,-0.07
170.064,0.79,-0.89,-0.72,0.57,-0.61,0.68,-0.03
170.103,0.86,-0.91,-0.77,0.28,-0.64,0.37,0.01
170.142,0.93,-0.94,-0.84,0.04,-0.65,0.02,0.03
170.182,0.99,-0.94,-0.91,-0.13,-0.65,-0.35,0.04
170.221,1.03,-0.96,-0.96,-0.15,-0.65,-0.7,0.02
170.26,1.04,-0.97,-1.02,-0.1,-0.63,-0.98,0.0
170.3,1.03,-1.0,-1.04,-0.04,-0.58,-1.17,-0.04
170.339,0.99,-1.01,-1.06,0.02,-0.53,-1.24,-0.07
170.378,0.91,-1.0,-1.03,0.1,-0.47,-1.19,-0.11
170.418,0.83,-0.96,-0.97,0.17,-0.39,-1.08,-0.14
170.457,0.76,-0.9,-0.89,0.21,-0.32,-0.91,-0.19
170.496,0.66,-0.83,-0.82,0.2,-0.27,-0.73,-0.2
170.535,0.57,-0.75,-0.72,0.13,-0.22,-0.52,-0.18
170.575,0.42,-0.66,-0.6,0.04,-0.18,-0.32,-0.1
170.614,0.28,-0.59,-0.4,-0.07,-0.08,-0.1,0.07
170.653,0.14,-0.52,-0.12,-0.19,0.07,0.09,0.32
170.693,0.0,-0.42,0.25,-0.29,0.3,0.27,0.62
170.732,-0.13,-0.3,0.7,-0.38,0.62,0.42,0.97
170.771,-0.24,-0.14,1.16,-0.44,0.97,0.5,1.36
170.811,-0.34,0.04,1.56,-0.47,1.38,0.49,1.73
170.85,-0.44,0.23,1.83,-0.47,1.77,0.39,1.93
170.889,-0.53,0.4,1.92,-0.49,2.06,0.18,1.94
170.929,-0.61,0.58,1.86,-0.52,2.13,-0.08,1.79
170.968,-0.67,0.76,1.64,-0.56,1.99,-0.36,1.48
171.007,-0.72,0.95,1.32,-0.58,1.64,-0.62,1.06
171.047,-0.74,1.13,1.06,-0.59,1.2,-0.84,0.61
171.086,-0.77,1.25,0.9,-0.61,0.69,-1.02,0.12
171.125,-0.79,1.29,0.74,-0.62,0.19,-1.12,-0.36
171.164,-0.81,1.28,0.6,-0.65,-0.29,-1.17,-0.74
171.204,-0.84,1.23,0.51,-0.7,-0.64,-1.15,-0.99
171.243,-0.87,1.17,0.46,-0.75,-0.83,-1.03,-1.14
171.282,-0.87,1.11,0.43,-0.78,-0.91,-0.84,-1.22
171.322,-0.86,1.03,0.38,-0.81,-0.89,-0.56,-1.21
171.361,-0.84,0.95,0.31,-0.82,-0.8,-0.24,-1.14
171.4,-0.8,0.81,0.22,-0.82,-0.61,0.1,-1.01
171.44,-0.74,0.67,0.14,-0.82,-0.37,0.46,-0.83
171.479,-0.68,0.55,0.02,-0.82,-0.15,0.75,-0.65
171.518,-0.63,0.47,-0.08,-0.78,0.06,0.92,-0.54
171.558,-0.54,0.4,-0.17,-0.69,0.19,0.94,-0.44
171.597,-0.44,0.35,-0.22,-0.53,0.24,0.86,-0.37
171.636,-0.32,0.3,-0.26,-0.29,0.23,0.75,-0.32
171.676,-0.19,0.23,-0.28,0.0,0.16,0.72,-0.26
171.715,-0.08,0.13,-0.3,0.34,0.06,0.78,-0.2
171.754,0.05,0.05,-0.34,0.76,-0.06,0.88,-0.14
171.793,0.17,-0.07,-0.4,1.29,-0.18,1.02,-0.1
171.833,0.31,-0.18,-0.45,1.84,-0.28,1.12,-0.06
171.872,0.42,-0.31,-0.52,2.23,-0.36,1.21,-0.05
171.911,0.52,-0.45,-0.57,2.3,-0.43,1.25,-0.06
171.951,0.6,-0.59,-0.62,2.11,-0.5,1.25,-0.09
171.99,0.66,-0.71,-0.64,1.71,-0.55,1.18,-0.09
172.029,0.71,-0.82,-0.67,1.22,-0.58,1.03,-0.09
172.069,0.77,-0.88,-0.71,0.74,-0.61,0.8,-0.05
172.108,0.83,-0.91,-0.75,0.39,-0.63,0.52,0.0
172.147,0.92,-0.94,-0.81,0.14,-0.65,0.18,0.02
172.187,0.98,-0.93,-0.87,-0.08,-0.65,-0.18,0.03
172.226,1.03,-0.95,-0.94,-0.16,-0.65,-0.55,0.03
172.265,1.05,-0.97,-0.99,-0.13,-0.64,-0.87,0.01
172.305,1.05,-0.99,-1.03,-0.06,-0.61,-1.1,-0.03
172.344,1.02,-1.01,-1.05,0.0,-0.56,-1.22,-0.06
172.383,0.94,-1.01,-1.04,0.06,-0.49,-1.22,-0.09
172.422,0.86,-0.97,-0.99,0.13,-0.42,-1.14,-0.12
172.462,0.78,-0.93,-0.93,0.2,-0.35,-0.98,-0.17
172.501,0.7,-0.85,-0.85,0.21,-0.29,-0.81,-0.2
172.54,0.59,-0.77,-0.76,0.17,-0.25,-0.61,-0.2
172.58,0.46,-0.7,-0.66,0.09,-0.2,-0.41,-0.14
172.619,0.34,-0.63,-0.49,-0.02,-0.12,-0.2,-0.01
172.658,0.18,-0.54,-0.24,-0.13,0.0,0.01,0.21
172.698,0.05,-0.47,0.09,-0.25,0.2,0.2,0.49
172.737,-0.08,-0.35,0.52,-0.34,0.48,0.36,0.81
172.776,-0.2,-0.22,0.97,-0.41,0.83,0.47,1.19
172.816,-0.3,-0.04,1.41,-0.45,1.2,0.5,1.58
172.855,-0.39,0.14,1.75,-0.47,1.61,0.45,1.87
172.894,-0.5,0.34,1.91,-0.49,1.96,0.28,1.94
172.933,-0.58,0.52,1.91,-0.51,2.12,0.03,1.87
172.973,-0.65,0.7,1.74,-0.54,2.09,-0.24,1.62
173.012,-0.71,0.88,1.44,-0.57,1.82,-0.52,1.25
173.051,-0.74,1.07,1.15,-0.59,1.4,-0.76,0.83
173.091,-0.77,1.21,0.95,-0.6,0.9,-0.95,0.34
173.13,-0.78,1.29,0.8,-0.62,0.41,-1.08,-0.16
173.169,-0.8,1.29,0.65,-0.65,-0.09,-1.16,-0.58
173.209,-0.84,1.24,0.54,-0.68,-0.51,-1.17,-0.89
173.248,-0.85,1.18,0.48,-0.72,-0.77,-1.1,-1.09
173.287,-0.87,1.12,0.44,-0.77,-0.9,-0.93,-1.2
173.327,-0.86,1.06,0.4,-0.8,-0.92,-0.7,-1.23
173.366,-0.85,0.99,0.34,-0.81,-0.84,-0.39,-1.19
173.405,-0.81,0.87,0.27,-0.82,-0.69,-0.05,-1.08
173.445,-0.76,0.73,0.18,-0.82,-0.48,0.3,-0.9
173.484,-0.7,0.6,0.07,-0.82,-0.25,0.64,-0.74
173.523,-0.64,0.49,-0.04,-0.8,-0.02,0.87,-0.58
173.562,-0.57,0.42,-0.13,-0.73,0.13,0.96,-0.48
173.602,-0.49,0.37,-0.21,-0.6,0.23,0.91,-0.39
173.641,-0.37,0.32,-0.24,-0.4,0.24,0.8,-0.33
173.68,-0.25,0.25,-0.28,-0.13,0.21,0.73,-0.29
173.72,-0.12,0.17,-0.3,0.19,0.12,0.74,-0.23
173.759,0.01,0.08,-0.32,0.58,0.0,0.83,-0.17
173.798,0.12,-0.02,-0.36,1.07,-0.13,0.96,-0.11
173.838,0.25,-0.13,-0.42,1.63,-0.23,1.07,-0.07
173.877,0.38,-0.26,-0.49,2.11,-0.33,1.17,-0.05
173.916,0.5,-0.4,-0.55,2.31,-0.41,1.24,-0.05
173.956,0.59,-0.53,-0.6,2.21,-0.47,1.27,-0.07
173.995,0.65,-0.66,-0.63,1.89,-0.53,1.22,-0.09
174.034,0.7,-0.78,-0.66,1.42,-0.57,1.1,-0.09
174.074,0.75,-0.85,-0.68,0.92,-0.6,0.91,-0.06
174.113,0.8,-0.9,-0.74,0.5,-0.62,0.65,-0.03
174.152,0.87,-0.93,-0.78,0.24,-0.64,0.33,0.01
174.191,0.96,-0.94,-0.85,0.01,-0.65,-0.03,0.03
174.231,1.0,-0.94,-0.91,-0.15,-0.67,-0.41,0.03
174.27,1.04,-0.96,-0.97,-0.16,-0.65,-0.74,0.02
174.309,1.04,-0.97,-1.02,-0.1,-0.63,-1.02,-0.01
174.349,1.03,-1.0,-1.05,-0.03,-0.58,-1.18,-0.05
174.388,0.97,-1.01,-1.05,0.03,-0.53,-1.22,-0.07
174.427,0.9,-0.99,-1.02,0.1,-0.46,-1.18,-0.11
174.467,0.82,-0.95,-0.95,0.18,-0.39,-1.06,-0.14
174.506,0.73,-0.89,-0.88,0.21,-0.32,-0.89,-0.18
174.545,0.65,-0.81,-0.81,0.19,-0.27,-0.71,-0.2
174.585,0.53,-0.73,-0.71,0.13,-0.22,-0.51,-0.18
174.624,0.41,-0.65,-0.56,0.03,-0.16,-0.28,-0.07
174.663,0.25,-0.58,-0.35,-0.09,-0.06,-0.08,0.1
174.703,0.1,-0.51,-0.05,-0.2,0.12,0.11,0.35
174.742,-0.04,-0.4,0.34,-0.3,0.36,0.29,0.66
174.781,-0.16,-0.26,0.8,-0.39,0.68,0.43,1.02
174.82,-0.26,-0.11,1.25,-0.45,1.05,0.5,1.41
174.86,-0.37,0.07,1.64,-0.47,1.43,0.49,1.75
174.899,-0.46,0.26,1.88,-0.48,1.82,0.37,1.94
174.938,-0.54,0.44,1.93,-0.5,2.09,0.15,1.92
174.978,-0.63,0.63,1.82,-0.53,2.13,-0.13,1.75
175.017,-0.68,0.81,1.57,-0.56,1.95,-0.41,1.43
175.056,-0.72,1.0,1.25,-0.58,1.57,-0.65,1.02
175.096,-0.73,1.17,1.02,-0.59,1.11,-0.85,0.57
175.135,-0.77,1.26,0.85,-0.61,0.61,-1.02,0.07
175.174,-0.79,1.29,0.7,-0.63,0.12,-1.14,-0.41
175.214,-0.81,1.26,0.58,-0.66,-0.35,-1.18,-0.77
175.253,-0.84,1.21,0.49,-0.71,-0.68,-1.14,-1.02
175.292,-0.86,1.15,0.45,-0.76,-0.85,-1.02,-1.16
175.332,-0.87,1.08,0.42,-0.79,-0.91,-0.81,-1.23
175.371,-0.86,1.01,0.37,-0.81,-0.88,-0.54,-1.22
175.41,-0.84,0.91,0.31,-0.82,-0.77,-0.21,-1.14
175.449,-0.78,0.78,0.22,-0.82,-0.58,0.14,-1.0
175.489,-0.73,0.65,0.12,-0.82,-0.36,0.49,-0.82
175.528,-0.67,0.54,0.01,-0.81,-0.12,0.78,-0.65
175.567,-0.6,0.44,-0.1,-0.77,0.08,0.94,-0.52
175.607,-0.52,0.4,-0.18,-0.67,0.2,0.94,-0.42
175.646,-0.42,0.34,-0.23,-0.5,0.24,0.85,-0.36
175.685,-0.3,0.28,-0.26,-0.25,0.22,0.74,-0.31
175.725,-0.16,0.2,-0.29,0.06,0.16,0.73,-0.25
175.764,-0.03,0.12,-0.31,0.42,0.05,0.79,-0.19
175.803,0.09,0.02,-0.35,0.85,-0.07,0.91,-0.13
175.843,0.21,-0.08,-0.4,1.4,-0.19,1.03,-0.09
175.882,0.34,-0.2,-0.46,1.93,-0.29,1.13,-0.06
175.921,0.45,-0.34,-0.53,2.27,-0.37,1.22,-0.05
175.961,0.55,-0.48,-0.57,2.28,-0.44,1.27,-0.06
176.0,0.63,-0.61,-0.61,2.05,-0.5,1.24,-0.09
176.039,0.69,-0.73,-0.64,1.62,-0.56,1.16,-0.1
176.078,0.73,-0.83,-0.67,1.12,-0.6,0.99,-0.07
176.118,0.78,-0.89,-0.72,0.66,-0.62,0.75,-0.05
176.157,0.85,-0.91,-0.76,0.33,-0.63,0.46,0.0
176.196,0.93,-0.93,-0.83,0.1,-0.65,0.12,0.02
176.236,0.99,-0.95,-0.89,-0.11,-0.67,-0.26,0.03
176.275,1.03,-0.96,-0.95,-0.17,-0.65,-0.61,0.02
176.314,1.05,-0.97,-1.0,-0.12,-0.63,-0.92,0.0
176.354,1.05,-0.99,-1.04,-0.06,-0.61,-1.14,-0.03
176.393,1.0,-1.0,-1.05,0.0,-0.55,-1.23,-0.06
176.432,0.93,-1.0,-1.03,0.07,-0.49,-1.22,-0.09
176.472,0.85,-0.96,-0.97,0.14,-0.41,-1.12,-0.12
176.511,0.77,-0.9,-0.92,0.2,-0.34,-0.97,-0.17
176.55,0.69,-0.84,-0.84,0.2,-0.29,-0.79,-0.2
176.59,0.58,-0.76,-0.74,0.16,-0.23,-0.59,-0.19
176.629,0.44,-0.69,-0.63,0.07,-0.19,-0.37,-0.13
176.668,0.3,-0.61,-0.45,-0.04,-0.11,-0.16,0.01
176.707,0.16,-0.53,-0.19,-0.16,0.03,0.04,0.23
176.747,0.02,-0.43,0.18,-0.27,0.24,0.22,0.53
176.786,-0.11,-0.32,0.62,-0.36,0.54,0.37,0.86
176.825,-0.23,-0.17,1.08,-0.43,0.89,0.48,1.24
176.865,-0.32,0.0,1.5,-0.47,1.27,0.52,1.62
176.904,-0.42,0.19,1.8,-0.47,1.67,0.43,1.88
176.943,-0.5,0.37,1.92,-0.49,1.99,0.25,1.94
176.983,-0.59,0.55,1.89,-0.51,2.13,-0.01,1.84
177.022,-0.66,0.73,1.69,-0.54,2.05,-0.29,1.58
177.061,-0.71,0.94,1.37,-0.57,1.75,-0.55,1.2
177.101,-0.73,1.12,1.09,-0.59,1.31,-0.77,0.77
177.14,-0.77,1.24,0.91,-0.61,0.82,-0.95,0.28
177.179,-0.78,1.3,0.76,-0.63,0.31,-1.09,-0.22
177.219,-0.81,1.29,0.62,-0.65,-0.18,-1.17,-0.63
177.258,-0.83,1.24,0.52,-0.69,-0.57,-1.17,-0.93
177.297,-0.86,1.18,0.46,-0.73,-0.81,-1.08,-1.12
177.336,-0.87,1.11,0.42,-0.77,-0.9,-0.91,-1.22
177.376,-0.86,1.05,0.39,-0.8,-0.91,-0.66,-1.25
177.415,-0.84,0.95,0.33,-0.82,-0.83,-0.35,-1.2
177.454,-0.8,0.84,0.25,-0.82,-0.67,-0.01,-1.07
177.494,-0.74,0.7,0.17,-0.82,-0.46,0.35,-0.9
177.533,-0.68,0.58,0.04,-0.81,-0.22,0.66,-0.73
177.572,-0.61,0.48,-0.05,-0.78,-0.01,0.88,-0.57
177.612,-0.54,0.41,-0.14,-0.72,0.15,0.96,-0.46
177.651,-0.45,0.36,-0.22,-0.58,0.23,0.9,-0.38
177.69,-0.34,0.3,-0.25,-0.36,0.24,0.79,-0.32
177.73,-0.22,0.24,-0.28,-0.07,0.2,0.73,-0.28
177.769,-0.09,0.16,-0.3,0.26,0.1,0.77,-0.22
177.808,0.03,0.07,-0.33,0.67,-0.02,0.86,-0.14
177.847,0.16,-0.04,-0.39,1.17,-0.14,0.98,-0.1
177.887,0.29,-0.16,-0.44,1.73,-0.26,1.1,-0.06
177.926,0.41,-0.29,-0.5,2.19,-0.34,1.18,-0.05
177.965,0.52,-0.42,-0.56,2.32,-0.42,1.25,-0.06
178.005,0.6,-0.57,-0.6,2.16,-0.49,1.27,-0.07
178.044,0.68,-0.69,-0.63,1.8,-0.54,1.21,-0.09
178.083,0.72,-0.81,-0.66,1.31,-0.58,1.06,-0.09
178.123,0.77,-0.88,-0.7,0.82,-0.61,0.85,-0.06
178.162,0.83,-0.9,-0.75,0.44,-0.63,0.58,-0.03
178.201,0.91,-0.93,-0.79,0.19,-0.64,0.27,0.01
178.241,0.97,-0.93,-0.86,-0.03,-0.67,-0.1,0.03
178.28,1.02,-0.94,-0.93,-0.15,-0.65,-0.47,0.02
178.319,1.05,-0.96,-0.98,-0.15,-0.64,-0.8,0.01
178.359,1.05,-0.97,-1.03,-0.09,-0.62,-1.06,-0.03
178.398,1.02,-1.0,-1.05,-0.02,-0.58,-1.21,-0.06
178.437,0.96,-1.0,-1.04,0.04,-0.53,-1.23,-0.09
178.476,0.87,-0.97,-0.99,0.11,-0.44,-1.17,-0.11
178.516,0.79,-0.93,-0.94,0.18,-0.37,-1.03,-0.14
178.555,0.72,-0.87,-0.87,0.2,-0.3,-0.86,-0.18
178.594,0.63,-0.79,-0.78,0.18,-0.26,-0.67,-0.19
178.634,0.51,-0.71,-0.67,0.1,-0.2,-0.47,-0.17
178.673,0.37,-0.64,-0.52,0.01,-0.14,-0.24,-0.05
178.712,0.22,-0.57,-0.3,-0.11,-0.02,-0.04,0.13
178.752,0.08,-0.48,0.02,-0.23,0.15,0.15,0.4
178.791,-0.06,-0.36,0.44,-0.33,0.42,0.31,0.72
178.83,-0.18,-0.23,0.92,-0.41,0.75,0.45,1.07
178.87,-0.29,-0.06,1.36,-0.46,1.11,0.5,1.45
178.909,-0.38,0.12,1.71,-0.47,1.52,0.48,1.79
178.948,-0.47,0.31,1.9,-0.48,1.88,0.33,1.94
178.988,-0.56,0.49,1.92,-0.5,2.11,0.1,1.9
179.027,-0.64,0.66,1.78,-0.53,2.11,-0.18,1.71
179.066,-0.68,0.85,1.49,-0.56,1.9,-0.46,1.38
179.105,-0.72,1.05,1.18,-0.59,1.49,-0.68,0.96
179.145,-0.74,1.2,0.97,-0.61,1.0,-0.89,0.49
179.184,-0.77,1.29,0.83,-0.62,0.51,-1.03,-0.01
179.223,-0.79,1.29,0.67,-0.64,0.02,-1.14,-0.48
179.263,-0.81,1.26,0.55,-0.67,-0.43,-1.18,-0.82
179.302,-0.84,1.2,0.48,-0.71,-0.74,-1.14,-1.06
179.341,-0.86,1.12,0.44,-0.76,-0.89,-0.99,-1.2
179.381,-0.86,1.06,0.4,-0.8,-0.92,-0.77,-1.26
179.42,-0.85,1.0,0.35,-0.81,-0.88,-0.48,-1.23
179.459,-0.81,0.88,0.29,-0.82,-0.74,-0.16,-1.14
179.499,-0.77,0.76,0.2,-0.81,-0.54,0.2,-0.99
179.538,-0.71,0.61,0.1,-0.81,-0.32,0.54,-0.8
179.577,-0.64,0.52,-0.02,-0.8,-0.09,0.81,-0.63
179.617,-0.58,0.43,-0.12,-0.75,0.08,0.96,-0.51
179.656,-0.49,0.38,-0.19,-0.64,0.21,0.94,-0.42
179.695,-0.38,0.34,-0.24,-0.45,0.24,0.84,-0.35
179.734,-0.26,0.26,-0.28,-0.19,0.22,0.74,-0.3
179.774,-0.12,0.19,-0.3,0.13,0.15,0.74,-0.24
179.813,0.0,0.1,-0.32,0.5,0.03,0.83,-0.17
179.852,0.11,0.0,-0.36,0.97,-0.09,0.93,-0.12
179.892,0.24,-0.12,-0.42,1.52,-0.21,1.04,-0.07
179.931,0.37,-0.24,-0.47,2.04,-0.3,1.15,-0.05
179.97,0.49,-0.37,-0.54,2.31,-0.39,1.22,-0.05
180.01,0.58,-0.51,-0.58,2.26,-0.47,1.27,-0.07
180.049,0.65,-0.64,-0.62,1.96,-0.53,1.24,-0.09
180.088,0.7,-0.76,-0.65,1.5,-0.57,1.13,-0.09
180.128,0.75,-0.84,-0.67,1.0,-0.6,0.94,-0.07
180.167,0.79,-0.9,-0.72,0.56,-0.62,0.68,-0.04
180.206,0.87,-0.93,-0.77,0.28,-0.63,0.39,0.0
180.246,0.94,-0.93,-0.84,0.05,-0.65,0.04,0.02
180.285,1.0,-0.94,-0.91,-0.13,-0.65,-0.33,0.02
180.324,1.04,-0.96,-0.96,-0.16,-0.65,-0.68,0.01
180.363,1.05,-0.97,-1.02,-0.11,-0.62,-0.98,-0.01
180.403,1.04,-1.0,-1.04,-0.04,-0.6,-1.17,-0.05
180.442,0.99,-1.0,-1.05,0.02,-0.54,-1.24,-0.07
180.481,0.91,-0.97,-1.02,0.09,-0.48,-1.21,-0.1
180.521,0.83,-0.95,-0.97,0.16,-0.41,-1.09,-0.12
180.56,0.76,-0.89,-0.89,0.2,-0.34,-0.92,-0.16
180.599,0.66,-0.82,-0.82,0.19,-0.27,-0.74,-0.19
180.639,0.56,-0.76,-0.72,0.13,-0.21,-0.54,-0.18
180.678,0.42,-0.67,-0.58,0.04,-0.16,-0.34,-0.11
180.717,0.28,-0.59,-0.4,-0.07,-0.07,-0.13,0.04
180.757,0.12,-0.51,-0.11,-0.18,0.07,0.08,0.28
180.796,-0.02,-0.41,0.27,-0.29,0.3,0.25,0.59
180.835,-0.13,-0.28,0.73,-0.38,0.62,0.39,0.92
180.875,-0.24,-0.12,1.19,-0.44,0.97,0.48,1.3
180.914,-0.34,0.05,1.58,-0.47,1.36,0.49,1.65
180.953,-0.44,0.24,1.86,-0.48,1.75,0.4,1.89
180.992,-0.52,0.42,1.93,-0.49,2.05,0.2,1.94
181.032,-0.59,0.61,1.86,-0.52,2.13,-0.08,1.81
181.071,-0.67,0.78,1.61,-0.54,2.02,-0.35,1.52
181.11,-0.71,0.99,1.29,-0.58,1.67,-0.6,1.13
181.15,-0.73,1.15,1.04,-0.6,1.19,-0.81,0.68
181.189,-0.76,1.26,0.87,-0.62,0.7,-0.98,0.19
181.228,-0.78,1.3,0.73,-0.64,0.21,-1.1,-0.3
181.268,-0.8,1.29,0.6,-0.66,-0.28,-1.16,-0.7
181.307,-0.84,1.23,0.5,-0.7,-0.63,-1.15,-0.99
181.346,-0.85,1.17,0.44,-0.74,-0.84,-1.05,-1.16
181.386,-0.87,1.09,0.42,-0.78,-0.92,-0.86,-1.25
181.425,-0.86,1.01,0.38,-0.81,-0.9,-0.6,-1.26
181.464,-0.84,0.94,0.31,-0.82,-0.81,-0.28,-1.19
181.504,-0.79,0.81,0.23,-0.81,-0.63,0.05,-1.06
181.543,-0.72,0.67,0.13,-0.81,-0.41,0.41,-0.88
181.582,-0.66,0.55,0.02,-0.8,-0.18,0.72,-0.7
181.621,-0.59,0.46,-0.08,-0.77,0.03,0.92,-0.55
181.661,-0.51,0.4,-0.17,-0.69,0.17,0.96,-0.44
181.7,-0.42,0.35,-0.22,-0.53,0.24,0.87,-0.37
181.739,-0.3,0.3,-0.28,-0.29,0.24,0.77,-0.31
181.779,-0.17,0.23,-0.29,0.0,0.19,0.74,-0.26
181.818,-0.05,0.14,-0.32,0.35,0.08,0.79,-0.19
181.857,0.07,0.04,-0.34,0.78,-0.05,0.88,-0.13
181.897,0.18,-0.07,-0.4,1.3,-0.16,1.0,-0.1
181.936,0.31,-0.19,-0.45,1.86,-0.28,1.11,-0.06
181.975,0.44,-0.31,-0.52,2.25,-0.36,1.19,-0.05
182.015,0.55,-0.46,-0.57,2.31,-0.44,1.25,-0.06
182.054,0.63,-0.59,-0.61,2.09,-0.5,1.25,-0.09
182.093,0.69,-0.71,-0.64,1.69,-0.56,1.18,-0.09
182.133,0.73,-0.82,-0.66,1.19,-0.6,1.02,-0.07
182.172,0.78,-0.88,-0.71,0.72,-0.62,0.78,-0.05
182.211,0.85,-0.91,-0.75,0.38,-0.64,0.5,-0.01
182.25,0.92,-0.93,-0.82,0.14,-0.65,0.18,0.02
182.29,0.99,-0.94,-0.88,-0.08,-0.67,-0.18,0.03
182.329,1.03,-0.95,-0.94,-0.16,-0.65,-0.55,0.02
182.368,1.06,-0.96,-0.99,-0.13,-0.63,-0.87,0.0
182.408,1.05,-0.97,-1.03,-0.07,-0.6,-1.11,-0.04
182.447,1.02,-0.99,-1.05,-0.01,-0.56,-1.22,-0.06
182.486,0.94,-0.99,-1.03,0.06,-0.5,-1.23,-0.09
182.526,0.85,-0.96,-0.98,0.13,-0.43,-1.15,-0.12
182.565,0.77,-0.91,-0.93,0.19,-0.36,-0.99,-0.14
182.604,0.7,-0.84,-0.85,0.2,-0.29,-0.83,-0.18
182.644,0.6,-0.77,-0.75,0.16,-0.25,-0.62,-0.18
182.683,0.49,-0.7,-0.64,0.08,-0.19,-0.41,-0.14
182.722,0.35,-0.63,-0.47,-0.02,-0.11,-0.2,-0.01
182.761,0.19,-0.54,-0.22,-0.14,0.0,0.01,0.17
182.801,0.04,-0.45,0.12,-0.25,0.21,0.18,0.46
182.84,-0.08,-0.32,0.55,-0.35,0.49,0.35,0.78
