betas,dx,H inital,H num inital,H num end,Relative Error,Rel Err Nums
2.5,0.00244140625,10397.9975472,10397.997547,10396.0782549,0.000184582877455,1.91929209801
2.5,0.0048828125,10398.0229344,10398.0229345,10394.6505198,0.000324332292334,3.37241470161
2.5,0.009765625,10398.0737088,10398.0737089,10392.5946836,0.000526926946428,5.47902523663
2.5,0.01953125,10398.1752577,10398.1752576,10390.2419105,0.000762955707099,7.93334713521
2.5,0.0390625,10398.3783553,10398.3783553,10388.4001723,0.000959590300674,9.97818296981
2.5,0.078125,10398.7845506,10398.7845504,10387.5294311,0.00108234952558,11.2551193312
2.5,0.15625,10399.5969413,10399.59693,10387.17251,0.00119470315246,12.4244199895
2.5,0.3125,10401.2217225,10401.2211519,10387.0387859,0.00136358371914,14.1823659933
2.5,0.625,10404.471285,10404.4365851,10387.356745,0.00164492164294,17.0798401144
2.5,1.25,10410.97041,10410.5836873,10389.0112958,0.00210922837499,21.5723914757
