dx,dt,time,xi,Eval,height(m),G,u(m/s),true height,true velocity
0.390625,0.0478267725366,0.14348031761,-50.0,529.805245923,1.0,6.52472943374e-16,6.79748762903e-17,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-49.609375,529.805245923,1.0,-2.40901468676e-16,-8.4503142853e-17,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-49.21875,529.805245923,1.0,-5.55055108079e-16,-1.80552797653e-16,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-48.828125,529.805245923,1.0,-1.15542083723e-16,-1.25274119057e-16,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-48.4375,529.805245923,1.0,5.28623912456e-18,-6.5029770215e-17,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-48.046875,529.805245923,1.0,-1.33836497326e-82,-3.31347045816e-17,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-47.65625,529.805245923,1.0,-1.14207144385e-80,-1.68378985863e-17,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-47.265625,529.805245923,1.0,-1.18072616964e-79,-8.55307588591e-18,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-46.875,529.805245923,1.0,-4.7903747454e-78,-4.344420274e-18,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-46.484375,529.805245923,1.0,-1.43756222407e-76,-2.20667152576e-18,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-46.09375,529.805245923,1.0,-4.31808427755e-75,-1.12083845876e-18,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-45.703125,529.805245923,1.0,-3.64791759767e-74,-5.69309342577e-19,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-45.3125,529.805245923,1.0,-2.1401116573e-72,-2.89170315009e-19,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-44.921875,529.805245923,1.0,-4.35804555669e-71,-1.46878956126e-19,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-44.53125,529.805245923,1.0,2.81329763382e-69,-7.46048878865e-20,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-44.140625,529.805245923,1.0,-1.36294007256e-67,-3.78950166438e-20,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-43.75,529.805245923,1.0,-5.91927481547e-67,-1.92497236845e-20,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-43.359375,529.805245923,1.0,-3.42730648324e-65,-9.78078612083e-21,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-42.96875,529.805245923,1.0,-8.70427043361e-65,-4.97435545682e-21,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-42.578125,529.805245923,1.0,-3.29179681853e-63,-2.53920316983e-21,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-42.1875,529.805245923,1.0,-2.60912880139e-61,-1.31449063203e-21,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-41.796875,529.805245923,1.0,-1.02679752085e-59,-7.1639660582e-22,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-41.40625,529.805245923,1.0,3.57615944634e-58,-4.59809292494e-22,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-41.015625,529.805245923,1.0,-1.90639998699e-56,-4.22413358293e-22,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-40.625,529.805245923,1.0,3.06723295957e-55,-5.86382137849e-22,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-40.234375,529.805245923,1.0,-1.41245652964e-53,-1.02987965157e-21,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-39.84375,529.805245923,1.0,-1.69875426317e-52,-1.96432144339e-21,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-39.453125,529.805245923,1.0,4.24579810718e-52,-3.83515650356e-21,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-39.0625,529.805245923,1.0,9.19876521057e-50,-7.53421308266e-21,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-38.671875,529.805245923,1.0,-3.80245326089e-48,-1.4824833779e-20,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-38.28125,529.805245923,1.0,-1.96145292858e-47,-2.91824620524e-20,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-37.890625,529.805245923,1.0,2.21142413901e-45,-5.74513881408e-20,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-37.5,529.805245923,1.0,-1.20044568444e-43,-1.13107424261e-19,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-37.109375,529.805245923,1.0,1.44053482133e-42,-2.22681802334e-19,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-36.71875,529.805245923,1.0,-8.3823805738e-41,-4.38408219568e-19,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-36.328125,529.805245923,1.0,-8.30345944429e-40,-8.63117169137e-19,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-35.9375,529.805245923,1.0,-3.62137973183e-38,-1.69918125581e-18,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-35.546875,529.805245923,1.0,-5.46604873132e-37,-3.3439905144e-18,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-35.15625,529.805245923,1.0,-3.44811676241e-36,-6.5659956325e-18,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-34.765625,529.805245923,1.0,1.28380093025e-17,-1.26909090929e-17,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-34.375,529.805245923,1.0,-2.41212016799e-16,-2.18112522432e-17,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-33.984375,529.805245923,1.0,-4.71103299377e-16,7.0269834375e-17,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-33.59375,529.805245923,1.0,6.24655537568e-16,3.76961972301e-16,1.0,0.0
0.390625,0.0478267725366,0.14348031761,-33.203125,529.805245923,1.0,2.12893753428e-16,6.13155956037e-16,1.0,9.06774273054e-16
0.390625,0.0478267725366,0.14348031761,-32.8125,529.805245923,1.0,7.99790440107e-16,1.00838612105e-15,1.0,9.06774273054e-16
0.390625,0.0478267725366,0.14348031761,-32.421875,529.805245923,1.0,1.41551101319e-15,1.50191503115e-15,1.0,9.06774273054e-16
0.390625,0.0478267725366,0.14348031761,-32.03125,529.805245923,1.0,1.0878251816e-15,2.06673989311e-15,1.0,1.81354854611e-15
0.390625,0.0478267725366,0.14348031761,-31.640625,529.805245923,1.0,2.09724126866e-15,3.05677788969e-15,1.0,3.62709709222e-15
0.390625,0.0478267725366,0.14348031761,-31.25,529.805245923,1.0,1.45030069654e-15,4.55116470555e-15,1.0,4.53387136527e-15
0.390625,0.0478267725366,0.14348031761,-30.859375,529.805245923,1.0,3.96867943754e-15,7.41032977341e-15,1.0,7.25419418443e-15
0.390625,0.0478267725366,0.14348031761,-30.46875,529.805245923,1.0,8.44522399837e-15,1.18384868129e-14,1.0,1.17880655497e-14
0.390625,0.0478267725366,0.14348031761,-30.078125,529.805245923,1.0,1.02962049559e-14,1.79622032631e-14,1.0,1.81354854611e-14
0.390625,0.0478267725366,0.14348031761,-29.6875,529.805245923,1.0,1.54958796444e-14,2.7615010143e-14,1.0,2.81100024647e-14
0.390625,0.0478267725366,0.14348031761,-29.296875,529.805245923,1.0,2.49503822272e-14,4.28689372236e-14,1.0,4.26183908336e-14
0.390625,0.0478267725366,0.14348031761,-28.90625,529.805245923,1.0,4.00084602307e-14,6.64370845619e-14,1.0,6.6194521933e-14
0.390625,0.0478267725366,0.14348031761,-28.515625,529.805245923,1.0,6.00005044133e-14,1.02373632949e-13,1.0,1.02465492855e-13
0.390625,0.0478267725366,0.14348031761,-28.125,529.805245923,1.0,9.30889456517e-14,1.5797680636e-13,1.0,1.58685497784e-13
0.390625,0.0478267725366,0.14348031761,-27.734375,529.805245923,1.0,1.43357798783e-13,2.4378178217e-13,1.0,2.44829053725e-13
0.390625,0.0478267725366,0.14348031761,-27.34375,529.805245923,1.0,2.20980500566e-13,3.76305702022e-13,1.0,3.77218097591e-13
0.390625,0.0478267725366,0.14348031761,-26.953125,529.805245923,1.0,3.42273934739e-13,5.81047619495e-13,1.0,5.82149083301e-13
0.390625,0.0478267725366,0.14348031761,-26.5625,529.805245923,1.0,5.27893305597e-13,8.96895744987e-13,1.0,8.9952007887e-13
0.390625,0.0478267725366,0.14348031761,-26.171875,529.805245923,1.0,8.14965036166e-13,1.38438976094e-12,1.0,1.38827141205e-12
0.390625,0.0478267725366,0.14348031761,-25.78125,529.805245923,1.0,1.25595713826e-12,2.13682909633e-12,1.0,2.14270760723e-12
0.390625,0.0478267725366,0.14348031761,-25.390625,529.805245923,1.0,1.94206582845e-12,3.29891357889e-12,1.0,3.3079125481e-12
0.390625,0.0478267725366,0.14348031761,-25.0,529.805245923,1.0,2.99546923114e-12,5.09231061864e-12,1.0,5.10604593156e-12
0.390625,0.0478267725366,0.14348031761,-24.609375,529.805245923,1.0,4.62529753794e-12,7.861051011e-12,1.0,7.88258875565e-12
0.390625,0.0478267725366,0.14348031761,-24.21875,529.805245923,1.0,7.14162317707e-12,1.21349920283e-11,1.0,1.21680039701e-11
0.390625,0.0478267725366,0.14348031761,-23.828125,529.805245923,1.0,1.10218552991e-11,1.8731873749e-11,1.0,1.8782922292e-11
0.390625,0.0478267725366,0.14348031761,-23.4375,529.805245923,1.00000000001,1.70131166714e-11,2.89153303683e-11,1.00000000001,2.89941073807e-11
0.390625,0.0478267725366,0.14348031761,-23.046875,529.805245923,1.00000000001,2.62630877203e-11,4.46354985939e-11,1.00000000001,4.47574713432e-11
0.390625,0.0478267725366,0.14348031761,-22.65625,529.805245923,1.00000000002,4.0542374823e-11,6.89022418672e-11,1.00000000002,6.90898521857e-11
0.390625,0.0478267725366,0.14348031761,-22.265625,529.805245923,1.00000000003,6.2582429305e-11,1.06361657055e-10,1.00000000003,1.06651162897e-10
0.390625,0.0478267725366,0.14348031761,-21.875,529.805245923,1.00000000004,9.66074689709e-11,1.64186501536e-10,1.00000000004,1.64633030235e-10
0.390625,0.0478267725366,0.14348031761,-21.484375,529.805245923,1.00000000006,1.49128876546e-10,2.53448203679e-10,1.00000000006,2.54137091622e-10
0.390625,0.0478267725366,0.14348031761,-21.09375,529.805245923,1.0000000001,2.30205397024e-10,3.91237770779e-10,1.0000000001,3.92301380811e-10
0.390625,0.0478267725366,0.14348031761,-20.703125,529.805245923,1.00000000015,3.55357533743e-10,6.03937410929e-10,1.00000000015,6.05579223653e-10
0.390625,0.0478267725366,0.14348031761,-20.3125,529.805245923,1.00000000023,5.48549927562e-10,9.32272960686e-10,1.00000000023,9.34808106266e-10
0.390625,0.0478267725366,0.14348031761,-19.921875,529.805245923,1.00000000035,8.46773794523e-10,1.43911112461e-09,1.00000000035,1.44302425569e-09
0.390625,0.0478267725366,0.14348031761,-19.53125,529.805245923,1.00000000054,1.30712917726e-09,2.22149640348e-09,1.00000000055,2.22753724603e-09
0.390625,0.0478267725366,0.14348031761,-19.140625,529.805245923,1.00000000084,2.01776364391e-09,3.42923254693e-09,1.00000000084,3.43855786215e-09
0.390625,0.0478267725366,0.14348031761,-18.75,529.805245923,1.0000000013,3.11473691135e-09,5.29356450229e-09,1.0000000013,5.30796007237e-09
0.390625,0.0478267725366,0.14348031761,-18.359375,529.805245923,1.000000002,4.80809181733e-09,8.17145672972e-09,1.00000000201,8.1936785094e-09
0.390625,0.0478267725366,0.14348031761,-17.96875,529.805245923,1.00000000309,7.42205319526e-09,1.26139395885e-08,1.0000000031,1.2648243374e-08
0.390625,0.0478267725366,0.14348031761,-17.578125,529.805245923,1.00000000477,1.14571157985e-08,1.94716158794e-08,1.00000000478,1.95245710631e-08
0.390625,0.0478267725366,0.14348031761,-17.1875,529.805245923,1.00000000736,1.76858765065e-08,3.00575261513e-08,1.00000000738,3.01392751082e-08
0.390625,0.0478267725366,0.14348031761,-16.796875,529.805245923,1.00000001135,2.73009597098e-08,4.63985556497e-08,1.00000001139,4.65247566431e-08
0.390625,0.0478267725366,0.14348031761,-16.40625,529.805245923,1.00000001753,4.21433643768e-08,7.16235208985e-08,1.00000001759,7.18183464995e-08
0.390625,0.0478267725366,0.14348031761,-16.015625,529.805245923,1.00000002706,6.50549714012e-08,1.10562243974e-07,1.00000002715,1.10863017575e-07
0.390625,0.0478267725366,0.14348031761,-15.625,529.805245923,1.00000004177,1.00422675806e-07,1.70670314621e-07,1.00000004191,1.71134663522e-07
0.390625,0.0478267725366,0.14348031761,-15.234375,529.805245923,1.00000006447,1.55018337705e-07,2.6345660328e-07,1.00000006469,2.6417351154e-07
0.390625,0.0478267725366,0.14348031761,-14.84375,529.805245923,1.00000009952,2.39295405092e-07,4.06686848984e-07,1.00000009986,4.07793730014e-07
0.390625,0.0478267725366,0.14348031761,-14.453125,529.805245923,1.00000015363,3.69390423192e-07,6.27785228711e-07,1.00000015415,6.29494303429e-07
0.390625,0.0478267725366,0.14348031761,-14.0625,529.805245923,1.00000023715,5.70212708036e-07,9.69085189958e-07,1.00000023795,9.71724253651e-07
0.390625,0.0478267725366,0.14348031761,-13.671875,529.805245923,1.00000036608,8.80213723882e-07,1.4959348761e-06,1.00000036731,1.5000103198e-06
0.390625,0.0478267725366,0.14348031761,-13.28125,529.805245923,1.00000056511,1.35874935286e-06,2.30920899824e-06,1.000000567,2.31550327178e-06
0.390625,0.0478267725366,0.14348031761,-12.890625,529.805245923,1.00000087233,2.09744472558e-06,3.56462260682e-06,1.00000087526,3.57434501183e-06
0.390625,0.0478267725366,0.14348031761,-12.5,529.805245923,1.00000134659,3.23773752214e-06,5.50254433918e-06,1.0000013511,5.51756447328e-06
0.390625,0.0478267725366,0.14348031761,-12.109375,529.805245923,1.00000207867,4.99795866856e-06,8.49401656721e-06,1.00000208564,8.51722598607e-06
0.390625,0.0478267725366,0.14348031761,-11.71875,529.805245923,1.00000320877,7.71513525332e-06,1.31117919084e-05,1.00000321952,1.31476649134e-05
0.390625,0.0478267725366,0.14348031761,-11.328125,529.805245923,1.00000495325,1.1909518925e-05,2.02399830173e-05,1.00000496983,2.02954471683e-05
0.390625,0.0478267725366,0.14348031761,-10.9375,529.805245923,1.00000764613,1.83841932608e-05,3.1243310421e-05,1.00000767171,3.13290996183e-05
0.390625,0.0478267725366,0.14348031761,-10.546875,529.805245923,1.00001180303,2.83788278199e-05,4.8228332116e-05,1.00001184247,4.83610931682e-05
0.390625,0.0478267725366,0.14348031761,-10.15625,529.805245923,1.00001821986,4.38070083436e-05,7.4446622438e-05,1.00001828065,7.46522009895e-05
0.390625,0.0478267725366,0.14348031761,-9.765625,529.805245923,1.00002812524,6.76225615435e-05,0.000114916982715,1.00002821888,0.000115235560439
0.390625,0.0478267725366,0.14348031761,-9.375,529.805245923,1.00004341565,0.0001043849597,0.0001773855567,1.00004355985,0.000177879703816
0.390625,0.0478267725366,0.14348031761,-8.984375,529.805245923,1.00006701852,0.000161131932828,0.000273807080718,1.0000672404,0.000274574415759
0.390625,0.0478267725366,0.14348031761,-8.59375,529.805245923,1.00010345238,0.00024872605852,0.000422629485359,1.00010379353,0.000423822642762
0.390625,0.0478267725366,0.14348031761,-8.203125,529.805245923,1.00015969137,0.00038393242815,0.00065231602763,1.00016021533,0.000654174257829
0.390625,0.0478267725366,0.14348031761,-7.8125,529.805245923,1.00024649871,0.000592623461971,0.00100677173768,1.00024730241,0.00100967107806
0.390625,0.0478267725366,0.14348031761,-7.421875,529.805245923,1.00038048306,0.000914720377269,0.00155369538768,1.00038171386,0.00155822852795
0.390625,0.0478267725366,0.14348031761,-7.03125,529.805245923,1.0005872674,0.00141180768938,0.00239741438118,1.0005891486,0.00240451796325
0.390625,0.0478267725366,0.14348031761,-6.640625,529.805245923,1.00090636783,0.00217885561158,0.00369856197516,1.00090923632,0.00370971925316
0.390625,0.0478267725366,0.14348031761,-6.25,529.805245923,1.00139869343,0.00336224045204,0.00570413398407,1.00140305501,0.00572169563632
0.390625,0.0478267725366,0.14348031761,-5.859375,529.805245923,1.00215804811,0.00518738593687,0.00879313909009,1.002164658,0.00882082430834
0.390625,0.0478267725366,0.14348031761,-5.46875,529.805245923,1.0033287053,0.0080010221608,0.013545317751,1.00333868402,0.0135889758366
0.390625,0.0478267725366,0.14348031761,-5.078125,529.805245923,1.00513210805,0.0123354775375,0.0208431409506,1.00514710544,0.020911847505
0.390625,0.0478267725366,0.14348031761,-4.6875,529.805245923,1.00790707125,0.0190058084125,0.0320198202821,1.00792948802,0.0321272801732
0.390625,0.0478267725366,0.14348031761,-4.296875,529.805245923,1.01216946809,0.0292551655519,0.0490662056026,1.01220271243,0.049232041433
0.390625,0.0478267725366,0.14348031761,-3.90625,529.805245923,1.01869886834,0.044970088478,0.0749017912585,1.01874748933,0.0751511322356
0.390625,0.0478267725366,0.14348031761,-3.515625,529.805245923,1.02865963494,0.0689979893284,0.113687824111,1.02872877046,0.114044702828
0.390625,0.0478267725366,0.14348031761,-3.125,529.805245923,1.04375897717,0.105626461867,0.171091980094,1.04385168254,0.17155620483
0.390625,0.0478267725366,0.14348031761,-2.734375,529.805245923,1.06642619141,0.161374114799,0.254274131784,1.066535705,0.25476415788
0.390625,0.0478267725366,0.14348031761,-2.34375,529.805245923,1.09995054393,0.246523369885,0.371139100792,1.10004151686,0.371389957522
0.390625,0.0478267725366,0.14348031761,-1.953125,529.805245923,1.14841118195,0.378516665035,0.528192189644,1.14838292656,0.527662425871
0.390625,0.0478267725366,0.14348031761,-1.5625,529.805245923,1.21601282693,0.588814207897,0.726527267057,1.21568435635,0.724530684535
0.390625,0.0478267725366,0.14348031761,-1.171875,529.805245923,1.30521861767,0.930181751384,0.956849235095,1.30446411386,0.953153703149
0.390625,0.0478267725366,0.14348031761,-0.78125,529.805245923,1.4140800651,1.47117354759,1.1968693209,1.41243478141,1.19246555708
0.390625,0.0478267725366,0.14348031761,-0.390625,529.805245923,1.53309316973,2.27231121951,1.41439329022,1.52846537061,1.41195187593
0.390625,0.0478267725366,0.14348031761,0.0,529.805245923,1.63274362972,3.15926634999,1.57616373,1.63072910278,1.57950139182
