dx,dt,time,xi,Eval,height(m),G,u(m/s),true height,true velocity
0.390625,0.0478267725366,0.0478267725366,-50.0,529.83245813,1.0,1.85221888504e-73,-1.93766681483e-43,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-49.609375,529.83245813,1.0,-5.7861848311e-88,-4.94309637787e-43,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-49.21875,529.83245813,1.0,-7.5403675627e-88,-1.03156158886e-42,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-48.828125,529.83245813,1.0,-1.58850409987e-85,-2.06063925386e-42,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-48.4375,529.83245813,1.0,-9.52298154052e-84,-4.07203087089e-42,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-48.046875,529.83245813,1.0,-1.33836497326e-82,-8.02456260732e-42,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-47.65625,529.83245813,1.0,-1.86684755245e-82,-1.58024084219e-41,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-47.265625,529.83245813,1.0,-2.98344201793e-79,-3.11132722793e-41,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-46.875,529.83245813,1.0,-4.7903747454e-78,-6.12558526145e-41,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-46.484375,529.83245813,1.0,-1.43936142585e-76,-1.20599136444e-40,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-46.09375,529.83245813,1.0,1.57178267703e-75,-2.3743210452e-40,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-45.703125,529.83245813,1.0,-3.66634142392e-74,-4.67449106254e-40,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-45.3125,529.83245813,1.0,-2.1401116573e-72,-9.20299391143e-40,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-44.921875,529.83245813,1.0,-4.35804555669e-71,-1.81185697501e-39,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-44.53125,529.83245813,1.0,-2.77707491751e-70,-3.5671279192e-39,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-44.140625,529.83245813,1.0,-3.73818432374e-68,-7.02285098756e-39,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-43.75,529.83245813,1.0,-5.95018486673e-67,-1.38263715417e-38,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-43.359375,529.83245813,1.0,-3.42730648324e-65,-2.72209321118e-38,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-42.96875,529.83245813,1.0,-8.70427043361e-65,-5.3591728152e-38,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-42.578125,529.83245813,1.0,-3.29179681853e-63,-1.05509734732e-37,1.0,0.0
0.390625,0.0478267725366,0.0478267725366,-42.1875,529.83245813,1.0,-2.60912880139e-61,-2.07724298264e-37,1.0,0.0
