betas,dx,H inital,H num inital,H num end,Relative Error,Rel Err Nums
2.5,0.00244140625,10397.9975472,10397.997547,10397.9975155,3.04934035057e-09,3.15817360388e-05
2.5,0.0048828125,10398.0229344,10398.0229345,10398.0227649,1.63025281681e-08,0.000169526678292
2.5,0.009765625,10398.0737088,10398.0737089,10398.0726324,1.03521878689e-07,0.00107651075996
2.5,0.0244140625,10398.2260321,10398.2260321,10398.211293,1.41746008096e-06,0.0147390630154
2.5,0.029296875,10398.2768065,10398.3726073,10398.3479721,6.84398164696e-06,0.0246351472251
2.5,0.0341796875,10398.3275809,10398.4712821,10398.4335565,1.01916005951e-05,0.0377256076154
2.5,0.01953125,10398.1752577,10398.1752576,10398.1674645,7.49473446729e-07,0.00779310100188
2.5,0.0439453125,10398.4291297,10398.5249305,10398.4504699,2.05224973618e-06,0.0744606302851
2.5,0.048828125,10398.4799041,10398.4799041,10398.3813404,9.47866818373e-06,0.0985637194281
2.5,0.0537109375,10398.5306786,10398.7462303,10398.6193231,8.52471835213e-06,0.12690716716
2.5,0.05859375,10398.581453,10398.6772537,10398.5175176,6.14847025436e-06,0.159736119533
2.5,0.0634765625,10398.6322274,10398.6801277,10398.4826317,1.43860922804e-05,0.19749603526
2.5,0.068359375,10398.6830018,10398.8267029,10398.5862073,9.30834191768e-06,0.240495549386
2.5,0.0732421875,10398.7337762,10398.973278,10398.6843266,4.75534925721e-06,0.288951423488
2.5,0.0390625,10398.3783553,10398.3783553,10398.3240957,5.21808407498e-06,0.0542596268151
2.5,0.078125,10398.7845506,10398.7845504,10398.4410753,3.30303338174e-05,0.343475178319
2.5,0.15625,10399.5969413,10399.59693,10397.3957792,0.000211658400074,2.20115079323
2.5,0.3125,10401.2217225,10401.2211519,10392.7106497,0.000818276258989,8.51050215229
2.5,0.625,10404.471285,10404.4365851,10393.4006742,0.00106402435037,11.0359109036
2.5,1.25,10410.97041,10410.5836873,10398.5327057,0.0011946729085,12.0509815368
