dx,dt,time,xi,Eval,height(m),G,u(m/s),true height,true velocity
0.09765625,0.0119566931342,0.107610238207,-50.0,528.39575372,1.0,9.2433666978e-16,-1.67655669111e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-49.90234375,528.39575372,1.0,-4.85578822442e-16,-5.7041479411e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-49.8046875,528.39575372,1.0,-1.09651702984e-15,-8.65948516338e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-49.70703125,528.39575372,1.0,-5.59586170186e-16,-8.96489351506e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-49.609375,528.39575372,1.0,-1.14031729687e-16,-7.91647805117e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-49.51171875,528.39575372,1.0,5.28623912456e-18,-6.69847260947e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-49.4140625,528.39575372,1.0,-2.8700124366e-253,-5.65709299498e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-49.31640625,528.39575372,1.0,-9.37726835721e-253,-4.77683825877e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-49.21875,528.39575372,1.0,-1.26576073244e-250,-4.03349724507e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-49.12109375,528.39575372,1.0,-1.88554702211e-249,-3.40582620224e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-49.0234375,528.39575372,1.0,-6.94626211602e-248,-2.87582964695e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-48.92578125,528.39575372,1.0,-3.33718544555e-247,-2.42830831541e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-48.828125,528.39575372,1.0,-7.81854875815e-245,-2.05042787448e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-48.73046875,528.39575372,1.0,2.85281681517e-244,-1.73135118037e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-48.6328125,528.39575372,1.0,-8.50414013609e-242,-1.46192750647e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-48.53515625,528.39575372,1.0,-7.31102196774e-241,-1.23443011355e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-48.4375,528.39575372,1.0,-1.37222258471e-239,-1.04233465646e-17,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-48.33984375,528.39575372,1.0,-3.53528528929e-238,-8.80132073996e-18,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-48.2421875,528.39575372,1.0,2.34960499227e-236,-7.43170595807e-18,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-48.14453125,528.39575372,1.0,-8.5998614096e-235,-6.2752233532e-18,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-48.046875,528.39575372,1.0,-5.64806136006e-234,-5.29870642808e-18,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-47.94921875,528.39575372,1.0,-3.24992857841e-232,-4.47414987959e-18,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-47.8515625,528.39575372,1.0,2.40201172866e-231,-3.77790644111e-18,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-47.75390625,528.39575372,1.0,-2.83410545862e-230,-3.19000870803e-18,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-47.65625,528.39575372,1.0,-6.8568175702e-228,-2.69359649718e-18,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-47.55859375,528.39575372,1.0,4.66098701365e-227,-2.27443331753e-18,1.0,0.0
0.09765625,0.0119566931342,0.107610238207,-47.4609375,528.39575372,1.0,-5.46654627865e-225,-1.92049808516e-18,1.0,0.0
