Integrand,lower bound of integral,upper bound of integral,Value of Integral,W Term 1,W Term 2,W Term 3,D Term 1,D Term 2
(x - 1/2)**2,-1,1,7/6,dphijm1o2,dphijm1o2
-2*x*(x - 1/2),-1,1,-4/3,dphij,dphijm1o2
(x - 1/2)*(x + 1/2),-1,1,1/6,dphijp1o2,dphijm1o2
-2*x*(x - 1/2),-1,1,-4/3,dphijm1o2,dphij
4*x**2,-1,1,8/3,dphij,dphij
-2*x*(x + 1/2),-1,1,-4/3,dphijp1o2,dphij
(x - 1/2)*(x + 1/2),-1,1,1/6,dphijm1o2,dphijp1o2
-2*x*(x + 1/2),-1,1,-4/3,dphij,dphijp1o2
(x + 1/2)**2,-1,1,7/6,dphijp1o2,dphijp1o2
