1.0101010e+00 4.9911606e-01  
1.1111111e+00 4.8818202e-01  
1.2121212e+00 4.7362253e-01  
1.3131313e+00 4.5569899e-01  
1.4141414e+00 4.3467279e-01  
1.5151515e+00 4.1080533e-01  
1.6161616e+00 3.8435801e-01  
1.7171717e+00 3.5559223e-01  
1.8181818e+00 3.2476939e-01  
1.9191919e+00 2.9215088e-01  
2.0202020e+00 2.5799811e-01  
2.1212121e+00 2.2257247e-01  
2.2222222e+00 1.8613536e-01  
2.3232323e+00 1.4894818e-01  
2.4242424e+00 1.1127232e-01  
2.5252525e+00 7.3369194e-02  
2.6262626e+00 3.5500188e-02  
2.7272727e+00 -2.0732966e-03  
2.8282828e+00 -3.9089861e-02  
2.9292929e+00 -7.5288106e-02  
3.0303030e+00 -1.1040766e-01  
3.1313131e+00 -1.4426755e-01  
3.2323232e+00 -1.7682138e-01  
3.3333333e+00 -2.0803580e-01  
3.4343434e+00 -2.3787746e-01  
3.5353535e+00 -2.6631299e-01  
3.6363636e+00 -2.9330905e-01  
3.7373737e+00 -3.1883228e-01  
3.8383838e+00 -3.4284932e-01  
3.9393939e+00 -3.6532682e-01  
4.0404040e+00 -3.8623142e-01  
4.1414141e+00 -4.0552978e-01  
4.2424242e+00 -4.2318853e-01  
4.3434343e+00 -4.3917432e-01  
4.4444444e+00 -4.5345379e-01  
4.5454545e+00 -4.6599360e-01  
4.6464646e+00 -4.7676038e-01  
4.7474747e+00 -4.8572079e-01  
4.8484848e+00 -4.9284146e-01  
4.9494949e+00 -4.9808904e-01  
5.0505051e+00 -5.0143427e-01  
5.1515152e+00 -5.0294193e-01  
5.2525253e+00 -5.0277087e-01  
5.3535354e+00 -5.0108401e-01  
5.4545455e+00 -4.9804428e-01  
5.5555556e+00 -4.9381463e-01  
5.6565657e+00 -4.8855796e-01  
5.7575758e+00 -4.8243723e-01  
5.8585859e+00 -4.7561535e-01  
5.9595960e+00 -4.6825525e-01  
6.0606061e+00 -4.6051987e-01  
6.1616162e+00 -4.5257214e-01  
6.2626263e+00 -4.4457499e-01  
6.3636364e+00 -4.3669134e-01  
6.4646465e+00 -4.2908413e-01  
6.5656566e+00 -4.2191629e-01  
6.6666667e+00 -4.1535074e-01  
6.7676768e+00 -4.0955043e-01  
6.8686869e+00 -4.0467827e-01  
6.9696970e+00 -4.0089720e-01  
7.0707071e+00 -3.9835833e-01  
7.1717172e+00 -3.9709071e-01  
7.2727273e+00 -3.9705142e-01  
7.3737374e+00 -3.9819658e-01  
7.4747475e+00 -4.0048232e-01  
7.5757576e+00 -4.0386478e-01  
7.6767677e+00 -4.0830009e-01  
7.7777778e+00 -4.1374437e-01  
7.8787879e+00 -4.2015377e-01  
7.9797980e+00 -4.2748440e-01  
8.0808081e+00 -4.3569241e-01  
8.1818182e+00 -4.4473392e-01  
8.2828283e+00 -4.5456506e-01  
8.3838384e+00 -4.6514197e-01  
8.4848485e+00 -4.7642078e-01  
8.5858586e+00 -4.8835762e-01  
8.6868687e+00 -5.0090862e-01  
8.7878788e+00 -5.1402991e-01  
8.8888889e+00 -5.2767763e-01  
8.9898990e+00 -5.4180789e-01  
9.0909091e+00 -5.5637685e-01  
9.1919192e+00 -5.7134062e-01  
9.2929293e+00 -5.8665534e-01  
9.3939394e+00 -6.0227715e-01  
9.4949495e+00 -6.1816216e-01  
9.5959596e+00 -6.3426652e-01  
9.6969697e+00 -6.5054635e-01  
9.7979798e+00 -6.6695778e-01  
9.8989899e+00 -6.8345696e-01  
1.0000000e+01 -7.0000000e-01  

