dx,dt,time,xi,Eval,height(m),G,u(m/s),true height,true velocity
0.78125,0.0956535450732,0.0956535450732,-50.0,531.738983306,1.0,2.55516136473e-44,-1.77614777589e-44,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-49.21875,531.738983306,1.0,-7.11498080102e-59,-1.2524549067e-43,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-48.4375,531.738983306,1.0,-2.67174789263e-57,-5.19379849356e-43,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-47.65625,531.738983306,1.0,-8.69828183478e-56,-2.08492040039e-42,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-46.875,531.738983306,1.0,-4.79202046869e-55,-8.35134240552e-42,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-46.09375,531.738983306,1.0,-2.88200947337e-53,-3.3447459309e-41,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-45.3125,531.738983306,1.0,2.71452665869e-52,-1.33957247433e-40,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-44.53125,531.738983306,1.0,-1.3141093158e-50,-5.36499211914e-40,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-43.75,531.738983306,1.0,-8.41029962109e-49,-2.14868142413e-39,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-42.96875,531.738983306,1.0,-7.29842950169e-48,-8.60548216674e-39,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-42.1875,531.738983306,1.0,-1.5965314535e-46,-3.44650637825e-38,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-41.40625,531.738983306,1.0,-1.37502411812e-44,-1.38033657737e-37,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-40.625,531.738983306,1.0,-4.77842776335e-43,-5.52836647947e-37,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-39.84375,531.738983306,1.0,-8.74410241739e-42,-2.21424636312e-36,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-39.0625,531.738983306,1.0,-2.64027051454e-40,-8.86963670324e-36,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-38.28125,531.738983306,1.0,-3.81882604857e-39,-3.55414670092e-35,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-37.5,531.738983306,1.0,-1.30528851873e-37,-1.42565799245e-34,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-36.71875,531.738983306,1.0,-1.2930437859e-36,-5.73652191075e-34,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-35.9375,531.738983306,1.0,-1.04822749577e-34,-2.33157368105e-33,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-35.15625,531.738983306,1.0,4.12683046937e-17,-9.76487369051e-33,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-34.375,531.738983306,1.0,-5.77756265711e-16,-4.63990051032e-32,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-33.59375,531.738983306,1.0,9.89310882442e-16,9.06774273054e-16,1.0,0.0
0.78125,0.0956535450732,0.0956535450732,-32.8125,531.738983306,1.0,1.40086549917e-15,1.81354854611e-15,1.0,9.06774273054e-16
0.78125,0.0956535450732,0.0956535450732,-32.03125,531.738983306,1.0,1.72875507631e-15,3.62709709222e-15,1.0,2.72032281916e-15
0.78125,0.0956535450732,0.0956535450732,-31.25,531.738983306,1.0,4.81710734709e-15,9.06774273054e-15,1.0,6.34741991138e-15
0.78125,0.0956535450732,0.0956535450732,-30.46875,531.738983306,1.0,1.40442811454e-14,2.26693568264e-14,1.0,1.45083883689e-14
0.78125,0.0956535450732,0.0956535450732,-29.6875,531.738983306,1.0,3.11735292709e-14,5.34996821102e-14,1.0,3.44574223761e-14
0.78125,0.0956535450732,0.0956535450732,-28.90625,531.738983306,1.0,7.62285233289e-14,1.27855172501e-13,1.0,8.25164588479e-14
0.78125,0.0956535450732,0.0956535450732,-28.125,531.738983306,1.0,1.79427979431e-13,3.03769381473e-13,1.0,1.96770017253e-13
0.78125,0.0956535450732,0.0956535450732,-27.34375,531.738983306,1.0,4.27340710501e-13,7.23605869897e-13,1.0,4.68802299169e-13
0.78125,0.0956535450732,0.0956535450732,-26.5625,531.738983306,1.0,1.01961568166e-12,1.72468466735e-12,1.0,1.1171459044e-12
0.78125,0.0956535450732,0.0956535450732,-25.78125,531.738983306,1.0,2.42831280887e-12,4.10950100548e-12,1.0,2.66228926569e-12
0.78125,0.0956535450732,0.0956535450732,-25.0,531.738983306,1.0,5.78761922709e-12,9.79316214896e-12,1.0,6.34469958855e-12
0.78125,0.0956535450732,0.0956535450732,-24.21875,531.738983306,1.00000000001,1.37931583527e-11,2.33367426912e-11,1.0,1.51177406803e-11
0.78125,0.0956535450732,0.0956535450732,-23.4375,531.738983306,1.00000000001,3.28645981629e-11,5.56079322943e-11,1.00000000001,3.60234215453e-11
0.78125,0.0956535450732,0.0956535450732,-22.65625,531.738983306,1.00000000003,7.83146649825e-11,1.32507831291e-10,1.00000000002,8.58397865569e-11
0.78125,0.0956535450732,0.0956535450732,-21.875,531.738983306,1.00000000008,1.8661385214e-10,3.15750589919e-10,1.00000000005,2.04546513408e-10
0.78125,0.0956535450732,0.0956535450732,-21.09375,531.738983306,1.00000000018,4.44680364781e-10,7.52396859702e-10,1.00000000012,4.87411120743e-10
0.78125,0.0956535450732,0.0956535450732,-20.3125,531.738983306,1.00000000044,1.05961873256e-09,1.79287227835e-09,1.00000000028,1.16144364086e-09
